genome1,genome2,chr1,chr2,blkID,startBp1,endBp1,startOrd1,endOrd1,firstGene1,lastGene1,nHits1,minBp2,maxBp2,minOrd2,maxOrd2,minGene2,maxGene2,nHits2,orient,startBp2,endBp2,startOrd2,endOrd2,firstGene2,lastGene2
S_diversifolius,S_diversifolius,ptg000003l,ptg000014l,S_diversifolius_vs_S_diversifolius: 37,22503890,25791722,6813,7420,2_6812,2_7419,243,11786,2965418,26479,27058,2_26478,2_27057,243,-,2965418,11786,27058,26479,2_27057,2_26478
S_diversifolius,S_diversifolius,ptg000003l,ptg000014l,S_diversifolius_vs_S_diversifolius: 39,20258764,21379591,6345,6572,2_6344,2_6571,97,4295470,5405994,27286,27523,2_27285,2_27522,97,-,5405994,4295470,27523,27286,2_27522,2_27285
S_diversifolius,S_diversifolius,ptg000003l,ptg000014l,S_diversifolius_vs_S_diversifolius: 41,2888147,19485814,4971,6189,2_4970,2_6188,451,7310274,25195862,27932,29168,2_27931,2_29167,451,-,25195862,7310274,29168,27932,2_29167,2_27931
S_diversifolius,S_diversifolius,ptg000003l,ptg000014l,S_diversifolius_vs_S_diversifolius: 43,3563,506137,4464,4579,2_4463,2_4578,37,26080430,26525804,29313,29415,2_29312,2_29414,37,-,26525804,26080430,29415,29313,2_29414,2_29312
S_diversifolius,S_diversifolius,ptg000003l,ptg000014l,S_diversifolius_vs_S_diversifolius: 6,3563,506137,4464,4579,2_4463,2_4578,37,26080430,26525804,29313,29415,2_29312,2_29414,37,-,26525804,26080430,29415,29313,2_29414,2_29312
S_diversifolius,S_diversifolius,ptg000003l,ptg000014l,S_diversifolius_vs_S_diversifolius: 8,2888147,19485814,4971,6189,2_4970,2_6188,451,7310274,25195862,27932,29168,2_27931,2_29167,451,-,25195862,7310274,29168,27932,2_29167,2_27931
S_diversifolius,S_diversifolius,ptg000004l,ptg000027l,S_diversifolius_vs_S_diversifolius: 13,75397,2297423,7441,7693,2_7440,2_7692,67,1345397,3845091,34670,34916,2_34669,2_34915,67,-,3845091,1345397,34916,34670,2_34915,2_34669
S_diversifolius,S_diversifolius,ptg000004l,ptg000027l,S_diversifolius_vs_S_diversifolius: 52,75397,2297423,7441,7693,2_7440,2_7692,67,1345397,3845091,34670,34916,2_34669,2_34915,67,-,3845091,1345397,34916,34670,2_34915,2_34669
S_diversifolius,S_diversifolius,ptg000007l,ptg000012l,S_diversifolius_vs_S_diversifolius: 16,3023,23382551,11875,14015,2_11874,2_14014,819,5900,25462092,21934,24280,2_21933,2_24279,819,-,25462092,5900,24280,21934,2_24279,2_21933
S_diversifolius,S_diversifolius,ptg000007l,ptg000012l,S_diversifolius_vs_S_diversifolius: 33,3023,23382551,11875,14015,2_11874,2_14014,819,5900,25462092,21934,24280,2_21933,2_24279,819,-,25462092,5900,24280,21934,2_24279,2_21933
S_diversifolius,S_diversifolius,ptg000008l,ptg000022l,S_diversifolius_vs_S_diversifolius: 18,13430185,14291758,14729,14885,2_14728,2_14884,64,17056169,18086496,33305,33490,2_33304,2_33489,64,-,18086496,17056169,33490,33305,2_33489,2_33304
S_diversifolius,S_diversifolius,ptg000008l,ptg000022l,S_diversifolius_vs_S_diversifolius: 49,13430185,14291758,14729,14885,2_14728,2_14884,64,17056169,18086496,33305,33490,2_33304,2_33489,64,-,18086496,17056169,33490,33305,2_33489,2_33304
S_diversifolius,S_diversifolius,ptg000009l,ptg000010l,S_diversifolius_vs_S_diversifolius: 20,27171,5177529,15561,16623,2_15560,2_16622,414,20458316,25636926,20450,21477,2_20449,2_21476,414,-,25636926,20458316,21477,20450,2_21476,2_20449
S_diversifolius,S_diversifolius,ptg000009l,ptg000010l,S_diversifolius_vs_S_diversifolius: 22,6905021,24629922,16985,18375,2_16984,2_18374,529,2590498,20252779,19050,20398,2_19049,2_20397,529,-,20252779,2590498,20398,19050,2_20397,2_19049
S_diversifolius,S_diversifolius,ptg000009l,ptg000010l,S_diversifolius_vs_S_diversifolius: 24,24850177,25557071,18424,18582,2_18423,2_18581,47,205974,776706,18590,18710,2_18589,2_18709,47,-,776706,205974,18710,18590,2_18709,2_18589
S_diversifolius,S_diversifolius,ptg000009l,ptg000010l,S_diversifolius_vs_S_diversifolius: 25,24850177,25557071,18424,18582,2_18423,2_18581,47,205974,776706,18590,18710,2_18589,2_18709,47,-,776706,205974,18710,18590,2_18709,2_18589
S_diversifolius,S_diversifolius,ptg000009l,ptg000010l,S_diversifolius_vs_S_diversifolius: 27,6905021,24629922,16985,18375,2_16984,2_18374,529,2590498,20252779,19050,20398,2_19049,2_20397,529,-,20252779,2590498,20398,19050,2_20397,2_19049
S_diversifolius,S_diversifolius,ptg000009l,ptg000010l,S_diversifolius_vs_S_diversifolius: 29,27171,5177529,15561,16623,2_15560,2_16622,414,20458316,25636926,20450,21477,2_20449,2_21476,414,-,25636926,20458316,21477,20450,2_21476,2_20449
S_diversifolius,S_diversifolius,ptg000010l,ptg000009l,S_diversifolius_vs_S_diversifolius: 20,20458316,25636926,20450,21477,2_20449,2_21476,414,27171,5177529,15561,16623,2_15560,2_16622,414,-,5177529,27171,16623,15561,2_16622,2_15560
S_diversifolius,S_diversifolius,ptg000010l,ptg000009l,S_diversifolius_vs_S_diversifolius: 22,2590498,20252779,19050,20398,2_19049,2_20397,529,6905021,24629922,16985,18375,2_16984,2_18374,529,-,24629922,6905021,18375,16985,2_18374,2_16984
S_diversifolius,S_diversifolius,ptg000010l,ptg000009l,S_diversifolius_vs_S_diversifolius: 24,205974,776706,18590,18710,2_18589,2_18709,47,24850177,25557071,18424,18582,2_18423,2_18581,47,-,25557071,24850177,18582,18424,2_18581,2_18423
S_diversifolius,S_diversifolius,ptg000010l,ptg000009l,S_diversifolius_vs_S_diversifolius: 25,205974,776706,18590,18710,2_18589,2_18709,47,24850177,25557071,18424,18582,2_18423,2_18581,47,-,25557071,24850177,18582,18424,2_18581,2_18423
S_diversifolius,S_diversifolius,ptg000010l,ptg000009l,S_diversifolius_vs_S_diversifolius: 27,2590498,20252779,19050,20398,2_19049,2_20397,529,6905021,24629922,16985,18375,2_16984,2_18374,529,-,24629922,6905021,18375,16985,2_18374,2_16984
S_diversifolius,S_diversifolius,ptg000010l,ptg000009l,S_diversifolius_vs_S_diversifolius: 29,20458316,25636926,20450,21477,2_20449,2_21476,414,27171,5177529,15561,16623,2_15560,2_16622,414,-,5177529,27171,16623,15561,2_16622,2_15560
S_diversifolius,S_diversifolius,ptg000012l,ptg000007l,S_diversifolius_vs_S_diversifolius: 16,5900,25462092,21934,24280,2_21933,2_24279,819,3023,23382551,11875,14015,2_11874,2_14014,819,-,23382551,3023,14015,11875,2_14014,2_11874
S_diversifolius,S_diversifolius,ptg000012l,ptg000007l,S_diversifolius_vs_S_diversifolius: 33,5900,25462092,21934,24280,2_21933,2_24279,819,3023,23382551,11875,14015,2_11874,2_14014,819,-,23382551,3023,14015,11875,2_14014,2_11874
S_diversifolius,S_diversifolius,ptg000014l,ptg000003l,S_diversifolius_vs_S_diversifolius: 10,4295470,5405994,27286,27523,2_27285,2_27522,97,20258764,21379591,6345,6572,2_6344,2_6571,97,-,21379591,20258764,6572,6345,2_6571,2_6344
S_diversifolius,S_diversifolius,ptg000014l,ptg000003l,S_diversifolius_vs_S_diversifolius: 12,11786,2965418,26479,27058,2_26478,2_27057,243,22503890,25791722,6813,7420,2_6812,2_7419,243,-,25791722,22503890,7420,6813,2_7419,2_6812
S_diversifolius,S_diversifolius,ptg000014l,ptg000003l,S_diversifolius_vs_S_diversifolius: 37,11786,2965418,26479,27058,2_26478,2_27057,243,22503890,25791722,6813,7420,2_6812,2_7419,243,-,25791722,22503890,7420,6813,2_7419,2_6812
S_diversifolius,S_diversifolius,ptg000014l,ptg000003l,S_diversifolius_vs_S_diversifolius: 39,4295470,5405994,27286,27523,2_27285,2_27522,97,20258764,21379591,6345,6572,2_6344,2_6571,97,-,21379591,20258764,6572,6345,2_6571,2_6344
S_diversifolius,S_diversifolius,ptg000014l,ptg000003l,S_diversifolius_vs_S_diversifolius: 41,7310274,25195862,27932,29168,2_27931,2_29167,451,2888147,19485814,4971,6189,2_4970,2_6188,451,-,19485814,2888147,6189,4971,2_6188,2_4970
S_diversifolius,S_diversifolius,ptg000014l,ptg000003l,S_diversifolius_vs_S_diversifolius: 43,26080430,26525804,29313,29415,2_29312,2_29414,37,3563,506137,4464,4579,2_4463,2_4578,37,-,506137,3563,4579,4464,2_4578,2_4463
S_diversifolius,S_diversifolius,ptg000014l,ptg000003l,S_diversifolius_vs_S_diversifolius: 6,26080430,26525804,29313,29415,2_29312,2_29414,37,3563,506137,4464,4579,2_4463,2_4578,37,-,506137,3563,4579,4464,2_4578,2_4463
S_diversifolius,S_diversifolius,ptg000014l,ptg000003l,S_diversifolius_vs_S_diversifolius: 8,7310274,25195862,27932,29168,2_27931,2_29167,451,2888147,19485814,4971,6189,2_4970,2_6188,451,-,19485814,2888147,6189,4971,2_6188,2_4970
S_diversifolius,S_diversifolius,ptg000015l,ptg000002l,S_diversifolius_vs_S_diversifolius: 44,5364,20449017,29416,31513,2_29415,2_31512,829,82680,20893738,2311,4463,2_2310,2_4462,829,-,20893738,82680,4463,2311,2_4462,2_2310
S_diversifolius,S_diversifolius,ptg000015l,ptg000002l,S_diversifolius_vs_S_diversifolius: 5,5364,20449017,29416,31513,2_29415,2_31512,829,82680,20893738,2311,4463,2_2310,2_4462,829,-,20893738,82680,4463,2311,2_4462,2_2310
S_diversifolius,S_diversifolius,ptg000018l,ptg000022l,S_diversifolius_vs_S_diversifolius: 47,14604,2146118,32154,32520,2_32153,2_32519,157,21730006,24007574,34203,34597,2_34202,2_34596,157,-,24007574,21730006,34597,34203,2_34596,2_34202
S_diversifolius,S_diversifolius,ptg000018l,ptg000022l,S_diversifolius_vs_S_diversifolius: 51,14604,2146118,32154,32520,2_32153,2_32519,157,21730006,24007574,34203,34597,2_34202,2_34596,157,-,24007574,21730006,34597,34203,2_34596,2_34202
S_diversifolius,S_diversifolius,ptg000022l,ptg000008l,S_diversifolius_vs_S_diversifolius: 18,17056169,18086496,33305,33490,2_33304,2_33489,64,13430185,14291758,14729,14885,2_14728,2_14884,64,-,14291758,13430185,14885,14729,2_14884,2_14728
S_diversifolius,S_diversifolius,ptg000022l,ptg000008l,S_diversifolius_vs_S_diversifolius: 49,17056169,18086496,33305,33490,2_33304,2_33489,64,13430185,14291758,14729,14885,2_14728,2_14884,64,-,14291758,13430185,14885,14729,2_14884,2_14728
S_diversifolius,S_diversifolius,ptg000022l,ptg000018l,S_diversifolius_vs_S_diversifolius: 47,21730006,24007574,34203,34597,2_34202,2_34596,157,14604,2146118,32154,32520,2_32153,2_32519,157,-,2146118,14604,32520,32154,2_32519,2_32153
