#FamilyID	pvalue	Significant at 0.05
OG0004670	0.68	n
OG0004671	0.885	n
OG0004672	0.227	n
OG0004673	0.933	n
OG0004674	0.947	n
OG0004676	0.891	n
OG0004677	0.969	n
OG0004679	0.412	n
OG0004680	0.97	n
OG0004681	0.977	n
OG0004682	0.976	n
OG0004683	0.655	n
OG0004684	0.685	n
OG0004685	0.796	n
OG0004686	0.992	n
OG0004687	0.954	n
OG0004688	0.978	n
OG0004689	0.905	n
OG0004690	0.837	n
OG0004691	0.922	n
OG0004692	0.796	n
OG0004694	0.977	n
OG0004695	0.979	n
OG0004696	0.977	n
OG0004697	0.932	n
OG0004698	0.63	n
OG0004699	0.891	n
OG0004700	0.98	n
OG0004701	0.966	n
OG0004702	0.993	n
OG0004703	0.753	n
OG0004704	0.986	n
OG0004705	0.816	n
OG0004706	0.977	n
OG0004709	0.658	n
OG0004710	0.744	n
OG0004712	0.588	n
OG0004713	0.975	n
OG0004714	0.759	n
OG0004715	0.978	n
OG0004716	0.459	n
OG0004717	0.969	n
OG0004718	0.967	n
OG0004719	0.942	n
OG0004721	0.961	n
OG0004723	0.967	n
OG0004724	0.982	n
OG0004725	0.953	n
OG0004726	0.977	n
OG0004727	0.206	n
OG0004728	0.998	n
OG0004729	0.925	n
OG0004730	0.966	n
OG0004731	0.736	n
OG0004732	0.994	n
OG0004733	0.907	n
OG0004734	0.961	n
OG0004735	0.978	n
OG0004736	0.708	n
OG0004737	0.998	n
OG0004738	0.907	n
OG0004739	0.997	n
OG0004740	0.922	n
OG0004741	0.977	n
OG0004742	0.445	n
OG0004743	0.98	n
OG0004744	0.951	n
OG0004745	0.978	n
OG0004746	0.986	n
OG0004747	0.88	n
OG0004748	0.934	n
OG0004749	0.956	n
OG0004750	0.245	n
OG0004751	0.926	n
OG0004752	0.793	n
OG0004753	0.839	n
OG0004754	0.887	n
OG0004755	0.472	n
OG0004756	0.923	n
OG0004757	0.699	n
OG0004758	0.737	n
OG0004759	0.919	n
OG0004760	0.86	n
OG0004761	0.977	n
OG0004762	0.8	n
OG0004763	0.945	n
OG0004764	0.96	n
OG0004765	0.935	n
OG0004766	0.051	n
OG0004767	0.588	n
OG0004768	0.867	n
OG0004769	0.949	n
OG0004770	0.96	n
OG0004771	0.606	n
OG0004772	0.944	n
OG0004773	0.927	n
OG0004774	0.982	n
OG0004776	0.966	n
OG0004777	0.819	n
OG0004778	0.301	n
OG0004780	0.896	n
OG0004781	0.977	n
OG0004783	0.79	n
OG0004784	0.221	n
OG0004786	0.755	n
OG0004787	0.986	n
OG0004788	0.8	n
OG0004790	0.825	n
OG0004791	0.97	n
OG0004792	0.922	n
OG0004793	0.942	n
OG0004794	0.79	n
OG0004796	0.519	n
OG0004797	0.951	n
OG0004798	0.955	n
OG0004799	0.635	n
OG0004803	0.937	n
OG0004804	0.684	n
OG0004806	0.82	n
OG0004808	0.699	n
OG0004809	0.923	n
OG0004810	0.446	n
OG0004811	0.297	n
OG0004812	0.329	n
OG0004813	0.061	n
OG0004814	0.351	n
OG0004815	0.12	n
OG0004816	0.001	y
OG0004843	0.995	n
OG0004844	0.979	n
OG0004845	0.978	n
OG0004846	0.988	n
OG0004847	0.985	n
OG0004848	0.991	n
OG0004849	0.985	n
OG0004850	0.979	n
OG0004851	0.906	n
OG0004852	0.951	n
OG0004853	0.979	n
OG0004854	0.846	n
OG0004855	0.876	n
OG0004856	0.966	n
OG0004857	0.998	n
OG0004858	0.979	n
OG0004859	0.988	n
OG0004860	0.978	n
OG0004861	0.95	n
OG0004862	0.958	n
OG0004863	0.753	n
OG0004864	0.994	n
OG0004865	0.95	n
OG0004866	0.95	n
OG0004867	0.906	n
OG0004868	0.983	n
OG0004869	0.98	n
OG0004870	0.988	n
OG0004871	0.977	n
OG0004872	0.991	n
OG0004873	0.894	n
OG0004874	0.935	n
OG0004875	0.971	n
OG0004876	0.977	n
OG0004877	0.971	n
OG0004879	0.999	n
OG0004880	0.924	n
OG0004881	0.992	n
OG0004882	0.977	n
OG0004883	0.905	n
OG0004884	0.856	n
OG0004887	0.977	n
OG0004888	0.967	n
OG0004889	0.955	n
OG0004890	0.938	n
OG0004891	0.9	n
OG0004892	0.988	n
OG0004894	0.953	n
OG0004895	0.988	n
OG0004896	0.955	n
OG0004897	0.993	n
OG0004899	0.983	n
OG0004900	0.979	n
OG0004901	0.999	n
OG0004902	0.927	n
OG0004903	0.922	n
OG0004904	0.966	n
OG0004905	0.971	n
OG0004906	0.982	n
OG0004907	0.979	n
OG0004908	0.995	n
OG0004909	0.443	n
OG0004910	0.977	n
OG0004911	0.263	n
OG0004913	0.584	n
OG0004914	0.994	n
OG0004915	0.923	n
OG0004916	0.986	n
OG0004917	0.8	n
OG0004919	0.934	n
OG0004920	0.955	n
OG0004921	0.86	n
OG0004922	0.902	n
OG0004923	0.933	n
OG0004924	0.966	n
OG0004925	0.891	n
OG0004927	0.14	n
OG0004929	0.946	n
OG0004930	0.951	n
OG0004931	0.995	n
OG0004932	0.923	n
OG0004933	0.977	n
OG0004934	0.942	n
OG0004935	0.994	n
OG0004936	0.966	n
OG0004937	0.955	n
OG0004938	0.96	n
OG0004939	0.936	n
OG0004940	0.827	n
OG0004943	0.94	n
OG0004944	0.991	n
OG0004945	0.853	n
OG0004946	0.887	n
OG0004947	0.721	n
OG0004948	0.877	n
OG0004949	0.979	n
OG0004950	0.944	n
OG0004951	0.703	n
OG0004953	0.979	n
OG0004954	0.999	n
OG0004955	0.884	n
OG0004956	0.807	n
OG0004957	0.877	n
OG0004958	0.877	n
OG0004960	0.715	n
OG0004961	0.994	n
OG0004962	0.977	n
OG0004963	0.979	n
OG0004964	0.978	n
OG0004967	0.979	n
OG0004968	0.988	n
OG0004969	0.965	n
OG0004970	0.033	y
OG0004971	0.98	n
OG0004972	0.757	n
OG0004973	0.966	n
OG0004974	0.978	n
OG0004975	0.544	n
OG0004976	0.984	n
OG0004977	0.88	n
OG0004978	0.926	n
OG0004979	0.991	n
OG0004980	0.926	n
OG0004981	0.998	n
OG0004982	0.441	n
OG0004983	0.905	n
OG0004986	0.969	n
OG0004987	0.27	n
OG0004988	0.977	n
OG0004989	0.977	n
OG0004990	0.758	n
OG0004991	0.975	n
OG0004992	0.923	n
OG0004993	0.988	n
OG0004994	0.987	n
OG0004995	0.916	n
OG0004996	0.977	n
OG0004997	0.936	n
OG0004998	0.985	n
OG0004999	0.979	n
OG0005001	0.476	n
OG0005002	0.994	n
OG0005003	0.967	n
OG0005004	0.979	n
OG0005005	0.599	n
OG0005006	0.803	n
OG0005007	0.794	n
OG0005008	0.929	n
OG0005009	0.942	n
OG0005010	0.527	n
OG0005011	0.964	n
OG0005012	0.953	n
OG0005013	0.979	n
OG0005014	0.978	n
OG0005016	0.942	n
OG0005017	0.126	n
OG0005019	0.975	n
OG0005020	0.781	n
OG0005021	0.948	n
OG0005022	0.786	n
OG0005023	0.953	n
OG0005024	0.979	n
OG0005025	0.967	n
OG0005026	0.988	n
OG0005027	0.96	n
OG0005028	0.923	n
OG0005029	0.983	n
OG0005030	0.977	n
OG0005031	0.877	n
OG0005032	0.872	n
OG0005033	0.979	n
OG0005034	0.849	n
OG0005035	0.959	n
OG0005036	0.966	n
OG0005037	0.916	n
OG0005038	0.653	n
OG0005039	0.994	n
OG0005040	0.967	n
OG0005041	0.867	n
OG0005042	0.977	n
OG0005043	0.977	n
OG0005044	0.986	n
OG0005045	0.828	n
OG0005046	0.969	n
OG0005047	0.926	n
OG0005048	0.971	n
OG0005050	0.979	n
OG0005051	0.237	n
OG0005052	0.983	n
OG0005053	0.856	n
OG0005054	0.983	n
OG0005055	0.994	n
OG0005056	0.908	n
OG0005057	0.994	n
OG0005058	0.101	n
OG0005059	0.988	n
OG0005060	0.884	n
OG0005061	0.771	n
OG0005062	0.801	n
OG0005063	0.997	n
OG0005064	0.979	n
OG0005065	0.899	n
OG0005067	0.713	n
OG0005068	0.979	n
OG0005069	0.985	n
OG0005070	0.979	n
OG0005071	0.635	n
OG0005072	0.454	n
OG0005073	0.944	n
OG0005074	0.903	n
OG0005075	0.1	n
OG0005077	0.977	n
OG0005078	0.86	n
OG0005079	0.848	n
OG0005081	0.819	n
OG0005083	0.761	n
OG0005085	0.784	n
OG0005086	0.979	n
OG0005087	0.991	n
OG0005088	0.979	n
OG0005089	0.639	n
OG0005090	0.979	n
OG0005091	0.913	n
OG0005092	0.953	n
OG0005093	0.76	n
OG0005095	0.916	n
OG0005096	0.985	n
OG0005097	0.966	n
OG0005098	0.931	n
OG0005099	0.971	n
OG0005100	0.919	n
OG0005101	0.462	n
OG0005103	0.877	n
OG0005104	0.951	n
OG0005105	0.46	n
OG0005106	0.161	n
OG0005107	0.092	n
OG0005108	0	y
OG0005109	0.514	n
OG0005110	0.484	n
OG0005111	0.126	n
OG0005112	0.679	n
OG0005113	0.074	n
OG0005114	0	y
OG0005115	0	y
OG0005116	0.64	n
OG0005160	0.998	n
OG0005161	0.959	n
OG0005162	0.916	n
OG0005163	0.994	n
OG0005164	0.994	n
OG0005165	0.956	n
OG0005166	0.924	n
OG0005167	0.951	n
OG0005168	0.999	n
OG0005169	0.999	n
OG0005170	0.974	n
OG0005171	0.96	n
OG0005172	0.966	n
OG0005173	0.664	n
OG0005174	0.991	n
OG0005175	0.977	n
OG0005176	0.994	n
OG0005177	0.998	n
OG0005178	0.924	n
OG0005179	0.994	n
OG0005181	0.967	n
OG0005182	0.992	n
OG0005183	0.846	n
OG0005184	0.96	n
OG0005186	0.994	n
OG0005187	0.992	n
OG0005188	0.96	n
OG0005189	0.953	n
OG0005190	0.98	n
OG0005191	0.924	n
OG0005192	0.991	n
OG0005193	0.922	n
OG0005194	0.962	n
OG0005195	0.966	n
OG0005196	0.916	n
OG0005197	0.913	n
OG0005198	0.994	n
OG0005199	0.557	n
OG0005200	0.994	n
OG0005201	0.988	n
OG0005202	0.982	n
OG0005203	0.916	n
OG0005204	0.994	n
OG0005205	0.994	n
OG0005207	0.997	n
OG0005208	0.991	n
OG0005209	0.951	n
OG0005210	0.983	n
OG0005211	0.96	n
OG0005212	0.985	n
OG0005213	0.926	n
OG0005214	0.995	n
OG0005215	0.991	n
OG0005216	0.942	n
OG0005217	0.947	n
OG0005218	0.998	n
OG0005219	0.925	n
OG0005220	0.966	n
OG0005221	0.979	n
OG0005222	0.886	n
OG0005223	0.975	n
OG0005224	0.936	n
OG0005225	0.999	n
OG0005226	0.969	n
OG0005227	0.942	n
OG0005228	0.653	n
OG0005229	0.979	n
OG0005230	0.926	n
OG0005231	0.796	n
OG0005232	0.999	n
OG0005233	0.967	n
OG0005234	0.94	n
OG0005235	0.927	n
OG0005236	0.984	n
OG0005237	0.998	n
OG0005238	0.822	n
OG0005239	0.889	n
OG0005240	0.96	n
OG0005241	0.869	n
OG0005242	0.994	n
OG0005243	0.967	n
OG0005244	0.994	n
OG0005245	0.991	n
OG0005247	0.968	n
OG0005248	0.925	n
OG0005249	0.986	n
OG0005250	0.994	n
OG0005251	0.988	n
OG0005253	0.911	n
OG0005254	0.998	n
OG0005255	0.916	n
OG0005256	0.944	n
OG0005257	0.795	n
OG0005258	0.998	n
OG0005259	0.925	n
OG0005260	0.98	n
OG0005261	0.955	n
OG0005262	0.994	n
OG0005263	0.977	n
OG0005264	0.994	n
OG0005265	0.925	n
OG0005266	0.96	n
OG0005267	0.837	n
OG0005268	0.992	n
OG0005269	0.897	n
OG0005270	0.969	n
OG0005271	0.997	n
OG0005272	0.936	n
OG0005273	0.991	n
OG0005274	0.76	n
OG0005275	0.979	n
OG0005276	0.956	n
OG0005277	0.967	n
OG0005278	0.363	n
OG0005279	0.951	n
OG0005280	0.971	n
OG0005281	0.745	n
OG0005282	0.967	n
OG0005283	0.943	n
OG0005284	0.994	n
OG0005286	0.951	n
OG0005287	0.955	n
OG0005288	0.994	n
OG0005289	0.994	n
OG0005290	0.286	n
OG0005291	0.995	n
OG0005292	0.977	n
OG0005293	0.997	n
OG0005294	0.431	n
OG0005295	0.966	n
OG0005296	0.994	n
OG0005297	0.985	n
OG0005298	0.983	n
OG0005299	0.96	n
OG0005300	0.997	n
OG0005301	0.979	n
OG0005302	0.986	n
OG0005303	0.971	n
OG0005304	0.919	n
OG0005305	0.887	n
OG0005306	0.523	n
OG0005307	0.912	n
OG0005308	0.977	n
OG0005309	0.991	n
OG0005310	0.953	n
OG0005311	0.98	n
OG0005312	0.899	n
OG0005313	0.997	n
OG0005314	0.994	n
OG0005315	0.951	n
OG0005316	0.995	n
OG0005317	0.998	n
OG0005318	0.977	n
OG0005319	0.998	n
OG0005320	0.951	n
OG0005321	0.995	n
OG0005322	0.922	n
OG0005323	0.972	n
OG0005324	0.877	n
OG0005325	0.453	n
OG0005326	0.997	n
OG0005327	0.94	n
OG0005328	0.957	n
OG0005329	0.969	n
OG0005330	0.951	n
OG0005331	0.96	n
OG0005332	0.733	n
OG0005333	0.762	n
OG0005334	0.998	n
OG0005335	0.998	n
OG0005336	0.342	n
OG0005337	0.997	n
OG0005338	0.979	n
OG0005339	0.983	n
OG0005340	0.921	n
OG0005341	0.993	n
OG0005342	0.968	n
OG0005343	0.939	n
OG0005345	0.994	n
OG0005346	0.992	n
OG0005347	0.87	n
OG0005349	0.994	n
OG0005351	0.979	n
OG0005352	0.932	n
OG0005353	0.982	n
OG0005354	0.986	n
OG0005355	0.967	n
OG0005356	0.985	n
OG0005357	0.994	n
OG0005358	0.951	n
OG0005360	0.916	n
OG0005361	0.96	n
OG0005362	0.998	n
OG0005363	0.937	n
OG0005364	0.991	n
OG0005365	0.989	n
OG0005366	0.988	n
OG0005367	0.73	n
OG0005368	0.76	n
OG0005369	0.966	n
OG0005370	0.967	n
OG0005371	0.997	n
OG0005372	0.994	n
OG0005373	0.979	n
OG0005374	0.98	n
OG0005375	0.994	n
OG0005376	0.887	n
OG0005377	0.994	n
OG0005378	0.977	n
OG0005379	0.801	n
OG0005380	0.932	n
OG0005381	0.96	n
OG0005382	0.931	n
OG0005383	0.995	n
OG0005384	0.929	n
OG0005385	0.949	n
OG0005386	0.967	n
OG0005387	0.867	n
OG0005388	0.967	n
OG0005389	0.979	n
OG0005390	0.886	n
OG0005391	0.955	n
OG0005392	0.946	n
OG0005393	0.985	n
OG0005394	0.978	n
OG0005395	0.997	n
OG0005396	0.899	n
OG0005397	0.994	n
OG0005398	0.967	n
OG0005399	0.966	n
OG0005400	0.948	n
OG0005401	0.916	n
OG0005403	0.846	n
OG0005404	0.887	n
OG0005405	0.979	n
OG0005406	0.994	n
OG0005407	0.925	n
OG0005408	0.994	n
OG0005409	0.96	n
OG0005410	0.96	n
OG0005411	0.953	n
OG0005412	0.997	n
OG0005413	0.994	n
OG0005414	0.946	n
OG0005415	0.982	n
OG0005416	0.994	n
OG0005417	0.994	n
OG0005418	0.994	n
OG0005419	0.951	n
OG0005420	0.991	n
OG0005421	0.994	n
OG0005422	0.823	n
OG0005423	0.944	n
OG0005424	0.983	n
OG0005425	0.967	n
OG0005426	0.967	n
OG0005427	0.927	n
OG0005428	0.965	n
OG0005429	0.942	n
OG0005430	0.786	n
OG0005431	0.887	n
OG0005432	0.992	n
OG0005433	0.888	n
OG0005434	0.916	n
OG0005435	0.971	n
OG0005436	0.997	n
OG0005437	0.977	n
OG0005438	0.777	n
OG0005439	0.765	n
OG0005440	0.966	n
OG0005441	0.966	n
OG0005442	0.998	n
OG0005443	0.991	n
OG0005444	0.972	n
OG0005445	0.861	n
OG0005446	0.942	n
OG0005447	0.979	n
OG0005448	0.994	n
OG0005449	0.98	n
OG0005450	0.85	n
OG0005451	0.96	n
OG0005452	0.994	n
OG0005453	0.977	n
OG0005454	0.916	n
OG0005455	0.974	n
OG0005456	0.951	n
OG0005457	0.966	n
OG0005458	0.923	n
OG0005459	0.986	n
OG0005460	0.948	n
OG0005461	0.96	n
OG0005462	0.983	n
OG0005463	0.937	n
OG0005464	0.808	n
OG0005465	0.994	n
OG0005466	0.916	n
OG0005467	0.895	n
OG0005468	0.875	n
OG0005469	0.991	n
OG0005470	0.951	n
OG0005471	0.96	n
OG0005472	0.968	n
OG0005473	0.994	n
OG0005474	0.887	n
OG0005475	0.994	n
OG0005476	0.172	n
OG0005477	0.978	n
OG0005478	0.999	n
OG0005480	0.923	n
OG0005481	0.926	n
OG0005482	0.979	n
OG0005483	0.721	n
OG0005484	0.999	n
OG0005485	0.923	n
OG0005487	0.97	n
OG0005488	0.959	n
OG0005489	0.971	n
OG0005490	0.938	n
OG0005491	0.991	n
OG0005492	0.992	n
OG0005493	0.925	n
OG0005494	0.927	n
OG0005495	0.877	n
OG0005496	0.991	n
OG0005497	0.994	n
OG0005498	0.969	n
OG0005499	0.889	n
OG0005500	0.854	n
OG0005501	0.946	n
OG0005502	0.95	n
OG0005503	0.991	n
OG0005505	0.96	n
OG0005506	0.855	n
OG0005507	0.994	n
OG0005508	0.984	n
OG0005509	0.979	n
OG0005510	0.588	n
OG0005511	0.994	n
OG0005512	0.966	n
OG0005513	0.127	n
OG0005514	0.962	n
OG0005515	0.926	n
OG0005516	0.94	n
OG0005517	0.967	n
OG0005518	0.994	n
OG0005519	0.96	n
OG0005520	0.769	n
OG0005521	0.994	n
OG0005522	0.837	n
OG0005523	0.713	n
OG0005524	0.982	n
OG0005525	0.994	n
OG0005526	0.994	n
OG0005527	0.651	n
OG0005528	0.823	n
OG0005529	0.757	n
OG0005530	0.923	n
OG0005531	0.757	n
OG0005532	0.488	n
OG0005534	0.899	n
OG0005535	0.761	n
OG0005536	0.995	n
OG0005537	0.979	n
OG0005538	0.983	n
OG0005539	0.977	n
OG0005541	0.959	n
OG0005542	0.997	n
OG0005543	0.938	n
OG0005544	0.887	n
OG0005547	0.991	n
OG0005548	0.948	n
OG0005549	0.994	n
OG0005550	0.79	n
OG0005552	0.311	n
OG0005553	0.96	n
OG0005554	0.169	n
OG0005555	0.979	n
OG0005556	0.256	n
OG0005557	0.807	n
OG0005558	0.751	n
OG0005560	0.834	n
OG0005561	0.926	n
OG0005562	0.962	n
OG0005563	0.994	n
OG0005565	0.994	n
OG0005567	0.834	n
OG0005568	0.853	n
OG0005569	0.994	n
OG0005570	0.899	n
OG0005571	0.95	n
OG0005572	0.83	n
OG0005573	0.992	n
OG0005574	0.957	n
OG0005575	0.867	n
OG0005576	0.915	n
OG0005577	0.385	n
OG0005578	0.87	n
OG0005579	0.889	n
OG0005580	0.005	y
OG0005581	0.998	n
OG0005583	0.87	n
OG0005584	0.994	n
OG0005586	0.977	n
OG0005587	0.951	n
OG0005588	0.978	n
OG0005589	0.994	n
OG0005591	0.923	n
OG0005592	0.526	n
OG0005593	0.612	n
OG0005596	0.924	n
OG0005597	0.994	n
OG0005598	0.997	n
OG0005600	0.919	n
OG0005602	0.263	n
OG0005603	0.95	n
OG0005604	0.923	n
OG0005605	0.826	n
OG0005606	0.922	n
OG0005607	0.867	n
OG0005608	0.122	n
OG0005609	0.923	n
OG0005610	0.137	n
OG0005611	0.023	y
OG0005612	0.894	n
OG0005613	0.375	n
OG0005641	0.988	n
OG0005642	0.936	n
OG0005643	0.969	n
OG0005644	0.943	n
OG0005645	0.975	n
OG0005646	0.953	n
OG0005647	0.953	n
OG0005648	0.94	n
OG0005649	0.995	n
OG0005650	0.937	n
OG0005651	0.966	n
OG0005652	0.953	n
OG0005653	0.936	n
OG0005654	0.982	n
OG0005655	0.936	n
OG0005656	0.977	n
OG0005657	0.895	n
OG0005658	0.925	n
OG0005659	0.995	n
OG0005660	0.931	n
OG0005661	0.956	n
OG0005662	0.837	n
OG0005663	0.525	n
OG0005664	0.962	n
OG0005665	0.951	n
OG0005666	0.962	n
OG0005667	0.994	n
OG0005668	0.994	n
OG0005669	0.989	n
OG0005670	0.978	n
OG0005671	0.986	n
OG0005672	0.943	n
OG0005673	0.953	n
OG0005674	0.978	n
OG0005675	0.969	n
OG0005676	0.962	n
OG0005677	0.942	n
OG0005678	0.953	n
OG0005679	0.995	n
OG0005680	0.98	n
OG0005681	0.613	n
OG0005682	0.995	n
OG0005683	0.958	n
OG0005684	0.979	n
OG0005685	0.953	n
OG0005686	0.966	n
OG0005687	0.98	n
OG0005688	0.88	n
OG0005689	0.858	n
OG0005690	0.966	n
OG0005691	0.966	n
OG0005692	0.995	n
OG0005693	0.835	n
OG0005694	0.992	n
OG0005695	0.931	n
OG0005696	0.982	n
OG0005697	0.994	n
OG0005698	0.951	n
OG0005699	0.92	n
OG0005700	0.939	n
OG0005701	0.966	n
OG0005702	0.756	n
OG0005703	0.977	n
OG0005704	0.994	n
OG0005705	0.995	n
OG0005706	0.995	n
OG0005707	0.923	n
OG0005708	0.991	n
OG0005709	0.922	n
OG0005710	0.977	n
OG0005711	0.975	n
OG0005712	0.886	n
OG0005713	0.984	n
OG0005714	0.975	n
OG0005715	0.966	n
OG0005716	0.962	n
OG0005717	0.968	n
OG0005718	0.98	n
OG0005719	0.966	n
OG0005723	0.995	n
OG0005724	0.985	n
OG0005725	0.582	n
OG0005727	0.995	n
OG0005728	0.978	n
OG0005729	0.995	n
OG0005730	0.994	n
OG0005731	0.915	n
OG0005732	0.967	n
OG0005733	0.943	n
OG0005734	0.979	n
OG0005735	0.966	n
OG0005736	0.977	n
OG0005737	0.98	n
OG0005738	0.801	n
OG0005739	0.971	n
OG0005740	0.995	n
OG0005741	0.922	n
OG0005742	0.978	n
OG0005743	0.956	n
OG0005744	0.845	n
OG0005746	0.937	n
OG0005748	0.994	n
OG0005750	0.953	n
OG0005751	0.997	n
OG0005752	0.999	n
OG0005753	0.922	n
OG0005754	0.98	n
OG0005755	0.982	n
OG0005756	0.936	n
OG0005757	0.923	n
OG0005758	0.956	n
OG0005759	0.995	n
OG0005760	0.752	n
OG0005761	0.982	n
OG0005762	0.953	n
OG0005763	0.83	n
OG0005764	0.922	n
OG0005765	0.966	n
OG0005766	0.999	n
OG0005767	0.978	n
OG0005768	0.991	n
OG0005769	0.977	n
OG0005770	0.977	n
OG0005771	0.951	n
OG0005772	0.995	n
OG0005773	0.969	n
OG0005774	0.995	n
OG0005775	0.934	n
OG0005776	0.974	n
OG0005777	0.969	n
OG0005778	0.995	n
OG0005779	0.978	n
OG0005780	0.96	n
OG0005781	0.978	n
OG0005782	0.966	n
OG0005783	0.995	n
OG0005784	0.962	n
OG0005785	0.845	n
OG0005786	0.994	n
OG0005787	0.98	n
OG0005788	0.98	n
OG0005789	0.962	n
OG0005790	0.969	n
OG0005791	0.999	n
OG0005793	0.978	n
OG0005794	0.978	n
OG0005795	0.966	n
OG0005796	0.922	n
OG0005797	0.966	n
OG0005798	0.977	n
OG0005799	0.98	n
OG0005800	0.817	n
OG0005801	0.953	n
OG0005802	0.995	n
OG0005803	0.966	n
OG0005804	0.98	n
OG0005805	0.523	n
OG0005806	0.995	n
OG0005807	0.962	n
OG0005808	0.998	n
OG0005809	0.98	n
OG0005810	0.991	n
OG0005811	0.98	n
OG0005812	0.98	n
OG0005813	0.286	n
OG0005814	0.991	n
OG0005815	0.978	n
OG0005816	0.995	n
OG0005817	0.94	n
OG0005818	0.103	n
OG0005819	0.991	n
OG0005820	0.977	n
OG0005821	0.865	n
OG0005822	0.953	n
OG0005824	0.952	n
OG0005825	0.978	n
OG0005826	0.969	n
OG0005827	0.994	n
OG0005828	0.932	n
OG0005829	0.874	n
OG0005830	0.939	n
OG0005831	0.923	n
OG0005832	0.971	n
OG0005833	0.936	n
OG0005835	0.995	n
OG0005836	0.964	n
OG0005837	0.979	n
OG0005838	0.995	n
OG0005839	0.995	n
OG0005840	0.978	n
OG0005841	0.617	n
OG0005842	0.978	n
OG0005843	0.933	n
OG0005844	0.361	n
OG0005845	0.994	n
OG0005846	0.98	n
OG0005847	0.966	n
OG0005848	0.995	n
OG0005849	0.935	n
OG0005850	0.94	n
OG0005851	0.856	n
OG0005852	0.902	n
OG0005853	0.852	n
OG0005854	0.923	n
OG0005855	0.966	n
OG0005856	0.961	n
OG0005857	0.916	n
OG0005858	0.931	n
OG0005859	0.975	n
OG0005860	0.98	n
OG0005861	0.826	n
OG0005862	0.848	n
OG0005863	0.995	n
OG0005864	0.985	n
OG0005865	0.933	n
OG0005866	0.995	n
OG0005867	0.962	n
OG0005868	0.979	n
OG0005869	0.801	n
OG0005870	0.979	n
OG0005871	0.966	n
OG0005872	0.991	n
OG0005873	0.966	n
OG0005874	0.978	n
OG0005875	0.98	n
OG0005876	0.98	n
OG0005877	0.92	n
OG0005878	0.95	n
OG0005879	0.98	n
OG0005880	0.937	n
OG0005881	0.98	n
OG0005883	0.857	n
OG0005884	0.978	n
OG0005885	0.889	n
OG0005886	0.927	n
OG0005887	0.95	n
OG0005888	0.991	n
OG0005889	0.968	n
OG0005890	0.982	n
OG0005891	0.978	n
OG0005892	0.979	n
OG0005895	0.889	n
OG0005896	0.966	n
OG0005898	0.923	n
OG0005899	0.995	n
OG0005900	0.931	n
OG0005901	0.889	n
OG0005902	0.946	n
OG0005903	0.908	n
OG0005904	0.953	n
OG0005905	0.953	n
OG0005906	0.98	n
OG0005907	0.98	n
OG0005909	0.953	n
OG0005910	0.979	n
OG0005913	0.906	n
OG0005914	0.931	n
OG0005916	0.977	n
OG0005917	0.966	n
OG0005918	0.997	n
OG0005919	0.977	n
OG0005920	0.865	n
OG0005921	0.895	n
OG0005922	0.919	n
OG0005924	0.967	n
OG0005925	0.977	n
OG0005927	0.995	n
OG0005928	0.977	n
OG0005929	0.98	n
OG0005930	0.995	n
OG0005931	0.894	n
OG0005932	0.995	n
OG0005933	0.978	n
OG0005934	0.975	n
OG0005935	0.987	n
OG0005936	0.995	n
OG0005937	0.978	n
OG0005938	0.916	n
OG0005939	0.98	n
OG0005940	0.904	n
OG0005941	0.953	n
OG0005942	0.98	n
OG0005943	0.999	n
OG0005944	0.944	n
OG0005945	0.953	n
OG0005946	0.784	n
OG0005947	0.923	n
OG0005948	0.925	n
OG0005949	0.98	n
OG0005950	0.975	n
OG0005951	0.978	n
OG0005952	0.946	n
OG0005953	0.994	n
OG0005954	0.995	n
OG0005955	0.925	n
OG0005957	0.966	n
OG0005958	0.922	n
OG0005959	0.995	n
OG0005960	0.979	n
OG0005963	0.901	n
OG0005964	0.991	n
OG0005965	0.965	n
OG0005966	0.999	n
OG0005967	0.995	n
OG0005968	0.925	n
OG0005969	0.865	n
OG0005971	0.997	n
OG0005972	0.994	n
OG0005973	0.998	n
OG0005974	0.953	n
OG0005975	0.927	n
OG0005976	0.977	n
OG0005977	0.943	n
OG0005978	0.901	n
OG0005979	0.783	n
OG0005980	0.98	n
OG0005981	0.923	n
OG0005982	0.933	n
OG0005983	0.995	n
OG0005984	0.916	n
OG0005986	0.995	n
OG0005987	0.995	n
OG0005988	0.916	n
OG0005989	0.98	n
OG0005990	0.995	n
OG0005991	0.98	n
OG0005992	0.994	n
OG0005993	0.98	n
OG0005994	0.922	n
OG0005995	0.966	n
OG0005996	0.953	n
OG0005997	0.953	n
OG0005998	0.995	n
OG0005999	0.98	n
OG0006000	0.94	n
OG0006001	0.884	n
OG0006002	0.983	n
OG0006003	0.995	n
OG0006004	0.995	n
OG0006005	0.993	n
OG0006006	0.978	n
OG0006007	0.923	n
OG0006008	0.978	n
OG0006009	0.943	n
OG0006010	0.98	n
OG0006011	0.977	n
OG0006012	0.995	n
OG0006013	0.983	n
OG0006014	0.752	n
OG0006015	0.877	n
OG0006016	0.966	n
OG0006017	0.969	n
OG0006018	0.547	n
OG0006019	0.94	n
OG0006020	0.887	n
OG0006022	0.907	n
OG0006023	0.616	n
OG0006024	0.79	n
OG0006025	0.947	n
OG0006026	0.961	n
OG0006027	0.979	n
OG0006028	0.98	n
OG0006029	0.998	n
OG0006030	0.969	n
OG0006031	0.979	n
OG0006032	0.966	n
