genome1,genome2,chr1,chr2,blkID,startBp1,endBp1,startOrd1,endOrd1,firstGene1,lastGene1,nHits1,minBp2,maxBp2,minOrd2,maxOrd2,minGene2,maxGene2,nHits2,orient,startBp2,endBp2,startOrd2,endOrd2,firstGene2,lastGene2
C_amplexicaulis,S_pinnata,Caul_scaffold1033,Stan_scaffold1647,S_pinnata_vs_C_amplexicaulis: 415,2265641,2298344,36701,36708,0_3675,0_3682,6,76,58600,23157,23164,4_12211,4_12218,6,+,76,58600,23157,23164,4_12211,4_12218
C_amplexicaulis,S_pinnata,Caul_scaffold1033,Stan_scaffold1660,S_pinnata_vs_C_amplexicaulis: 421,4209578,4242744,37055,37063,0_4029,0_4037,6,18440,78013,23254,23262,4_12400,4_12408,6,+,18440,78013,23254,23262,4_12400,4_12408
C_amplexicaulis,S_pinnata,Caul_scaffold1033,Stan_scaffold2874,S_pinnata_vs_C_amplexicaulis: 418,3500673,3554742,36930,36938,0_3904,0_3912,8,9509,63838,30822,30833,4_25085,4_25096,8,+,9509,63838,30822,30833,4_25085,4_25096
C_amplexicaulis,S_pinnata,Caul_scaffold1033,Stan_scaffold317,S_pinnata_vs_C_amplexicaulis: 426,4931215,5049328,37178,37192,0_4152,0_4166,9,36567,267392,8824,8846,4_27612,4_27634,9,+,36567,267392,8824,8846,4_27612,4_27634
C_amplexicaulis,S_pinnata,Caul_scaffold1033,Stan_scaffold346,S_pinnata_vs_C_amplexicaulis: 424,4712371,4765134,37143,37150,0_4117,0_4124,6,63700,253672,9336,9352,4_29677,4_29693,6,+,63700,253672,9336,9352,4_29677,4_29693
C_amplexicaulis,S_pinnata,Caul_scaffold1033,Stan_scaffold391,S_pinnata_vs_C_amplexicaulis: 419,3681322,3760317,36957,36976,0_3931,0_3950,15,9424,197023,10119,10145,4_32501,4_32527,15,+,9424,197023,10119,10145,4_32501,4_32527
C_amplexicaulis,S_pinnata,Caul_scaffold1033,Stan_scaffold46,S_pinnata_vs_C_amplexicaulis: 425,4786227,4817068,37152,37158,0_4126,0_4132,6,597875,655534,2471,2479,4_36477,4_36485,6,+,597875,655534,2471,2479,4_36477,4_36485
C_amplexicaulis,S_pinnata,Caul_scaffold1033,Stan_scaffold992,S_pinnata_vs_C_amplexicaulis: 422,4488838,4540279,37105,37113,0_4079,0_4087,7,17565,118566,17330,17341,4_55160,4_55171,7,+,17565,118566,17330,17341,4_55160,4_55171
C_amplexicaulis,S_pinnata,Caul_scaffold1035,Stan_scaffold1553,S_pinnata_vs_C_amplexicaulis: 436,3161852,3191909,38023,38031,0_4997,0_5005,9,5,91474,22401,22413,4_10775,4_10787,9,+,5,91474,22401,22413,4_10775,4_10787
C_amplexicaulis,S_pinnata,Caul_scaffold1035,Stan_scaffold1682,S_pinnata_vs_C_amplexicaulis: 453,5656901,5695477,38609,38620,0_5583,0_5594,9,47014,87173,23404,23414,4_12657,4_12667,9,+,47014,87173,23404,23414,4_12657,4_12667
C_amplexicaulis,S_pinnata,Caul_scaffold1035,Stan_scaffold1872,S_pinnata_vs_C_amplexicaulis: 430,2000494,2050450,37770,37782,0_4744,0_4756,12,246,84666,24708,24722,4_14945,4_14959,12,+,246,84666,24708,24722,4_14945,4_14959
C_amplexicaulis,S_pinnata,Caul_scaffold1035,Stan_scaffold2058,S_pinnata_vs_C_amplexicaulis: 432,2382037,2425035,37858,37867,0_4832,0_4841,9,12987,77096,25944,25954,4_17089,4_17099,9,+,12987,77096,25944,25954,4_17089,4_17099
C_amplexicaulis,S_pinnata,Caul_scaffold1035,Stan_scaffold2578,S_pinnata_vs_C_amplexicaulis: 447,4417803,4454569,38332,38340,0_5306,0_5314,8,14300,69501,29129,29138,4_22430,4_22439,8,+,14300,69501,29129,29138,4_22430,4_22439
C_amplexicaulis,S_pinnata,Caul_scaffold1035,Stan_scaffold2966,S_pinnata_vs_C_amplexicaulis: 439,3471462,3512147,38096,38108,0_5070,0_5082,8,54,60792,31364,31375,4_25947,4_25958,8,+,54,60792,31364,31375,4_25947,4_25958
C_amplexicaulis,S_pinnata,Caul_scaffold1035,Stan_scaffold3046,S_pinnata_vs_C_amplexicaulis: 433,2507089,2564005,37890,37900,0_4864,0_4874,8,1923,63469,31743,31753,4_26613,4_26623,8,+,1923,63469,31743,31753,4_26613,4_26623
C_amplexicaulis,S_pinnata,Caul_scaffold1035,Stan_scaffold3718,S_pinnata_vs_C_amplexicaulis: 428,881516,936417,37505,37520,0_4479,0_4494,10,583,53514,34778,34788,4_31269,4_31279,10,+,583,53514,34778,34788,4_31269,4_31279
C_amplexicaulis,S_pinnata,Caul_scaffold1035,Stan_scaffold465,S_pinnata_vs_C_amplexicaulis: 446,4333569,4415418,38311,38331,0_5285,0_5305,18,9744,179582,11256,11282,4_36708,4_36734,18,+,9744,179582,11256,11282,4_36708,4_36734
C_amplexicaulis,S_pinnata,Caul_scaffold1035,Stan_scaffold5142,S_pinnata_vs_C_amplexicaulis: 445,4233115,4261605,38281,38291,0_5255,0_5265,8,1307,31878,39777,39786,4_39096,4_39105,8,+,1307,31878,39777,39786,4_39096,4_39105
C_amplexicaulis,S_pinnata,Caul_scaffold1035,Stan_scaffold536,S_pinnata_vs_C_amplexicaulis: 443,4020041,4065660,38225,38235,0_5199,0_5209,8,6932,92469,12181,12193,4_40088,4_40100,8,+,6932,92469,12181,12193,4_40088,4_40100
C_amplexicaulis,S_pinnata,Caul_scaffold1035,Stan_scaffold786,S_pinnata_vs_C_amplexicaulis: 438,3302346,3329209,38060,38067,0_5034,0_5041,8,112841,156411,15307,15315,4_49629,4_49637,8,+,112841,156411,15307,15315,4_49629,4_49637
C_amplexicaulis,S_pinnata,Caul_scaffold1035,Stan_scaffold960,S_pinnata_vs_C_amplexicaulis: 452,5555075,5593658,38586,38596,0_5560,0_5570,8,15015,66786,17015,17026,4_54401,4_54412,8,+,15015,66786,17015,17026,4_54401,4_54412
C_amplexicaulis,S_pinnata,Caul_scaffold1036,Stan_scaffold1294,S_pinnata_vs_C_amplexicaulis: 462,1436281,1486681,39178,39192,0_6152,0_6166,11,17769,104025,20247,20258,4_6303,4_6314,11,+,17769,104025,20247,20258,4_6303,4_6314
C_amplexicaulis,S_pinnata,Caul_scaffold1036,Stan_scaffold440,S_pinnata_vs_C_amplexicaulis: 464,1875500,1946906,39262,39270,0_6236,0_6244,7,30280,233131,10868,10881,4_35359,4_35372,7,+,30280,233131,10868,10881,4_35359,4_35372
C_amplexicaulis,S_pinnata,Caul_scaffold1036,Stan_scaffold679,S_pinnata_vs_C_amplexicaulis: 455,17016,109078,38832,38851,0_5806,0_5825,15,59,165283,14092,14112,4_46022,4_46042,15,+,59,165283,14092,14112,4_46022,4_46042
C_amplexicaulis,S_pinnata,Caul_scaffold1036,Stan_scaffold702,S_pinnata_vs_C_amplexicaulis: 459,963902,1047906,39066,39086,0_6040,0_6060,13,30341,147778,14394,14411,4_46933,4_46950,13,+,30341,147778,14394,14411,4_46933,4_46950
C_amplexicaulis,S_pinnata,Caul_scaffold1036,Stan_scaffold796,S_pinnata_vs_C_amplexicaulis: 466,2289401,2362907,39341,39353,0_6315,0_6327,10,2618,156254,15446,15459,4_49961,4_49974,10,+,2618,156254,15446,15459,4_49961,4_49974
C_amplexicaulis,S_pinnata,Caul_scaffold1037,Stan_scaffold1130,S_pinnata_vs_C_amplexicaulis: 475,5278696,5327658,40660,40671,0_7634,0_7645,8,49033,121047,18743,18754,4_3136,4_3147,8,+,49033,121047,18743,18754,4_3136,4_3147
C_amplexicaulis,S_pinnata,Caul_scaffold1037,Stan_scaffold1595,S_pinnata_vs_C_amplexicaulis: 472,4839861,4884665,40556,40564,0_7530,0_7538,7,34432,91137,22725,22734,4_11361,4_11370,7,+,34432,91137,22725,22734,4_11361,4_11370
C_amplexicaulis,S_pinnata,Caul_scaffold1037,Stan_scaffold2283,S_pinnata_vs_C_amplexicaulis: 471,4042751,4077651,40391,40401,0_7365,0_7375,9,9859,60569,27341,27352,4_19404,4_19415,9,+,9859,60569,27341,27352,4_19404,4_19415
C_amplexicaulis,S_pinnata,Caul_scaffold1037,Stan_scaffold2327,S_pinnata_vs_C_amplexicaulis: 467,1054,76247,39437,39454,0_6411,0_6428,11,1592,70516,27636,27650,4_19978,4_19992,11,+,1592,70516,27636,27650,4_19978,4_19992
C_amplexicaulis,S_pinnata,Caul_scaffold1037,Stan_scaffold2369,S_pinnata_vs_C_amplexicaulis: 470,3952774,3974182,40363,40370,0_7337,0_7344,7,26639,46904,27919,27927,4_20410,4_20418,7,+,26639,46904,27919,27927,4_20410,4_20418
C_amplexicaulis,S_pinnata,Caul_scaffold1038,Stan_scaffold1566,S_pinnata_vs_C_amplexicaulis: 488,1205358,1267608,41505,41520,0_8479,0_8494,11,6204,99861,22524,22537,4_10974,4_10987,11,+,6204,99861,22524,22537,4_10974,4_10987
C_amplexicaulis,S_pinnata,Caul_scaffold1038,Stan_scaffold1809,S_pinnata_vs_C_amplexicaulis: 484,550558,607086,41358,41368,0_8332,0_8342,10,30221,86658,24347,24357,4_14314,4_14324,10,+,30221,86658,24347,24357,4_14314,4_14324
C_amplexicaulis,S_pinnata,Caul_scaffold1038,Stan_scaffold2446,S_pinnata_vs_C_amplexicaulis: 485,863768,912563,41421,41436,0_8395,0_8410,8,2403,48316,28408,28419,4_21219,4_21230,8,+,2403,48316,28408,28419,4_21219,4_21230
C_amplexicaulis,S_pinnata,Caul_scaffold1038,Stan_scaffold2832,S_pinnata_vs_C_amplexicaulis: 480,436,43470,41209,41220,0_8183,0_8194,11,2484,65646,30545,30556,4_24690,4_24701,11,+,2484,65646,30545,30556,4_24690,4_24701
C_amplexicaulis,S_pinnata,Caul_scaffold1038,Stan_scaffold4076,S_pinnata_vs_C_amplexicaulis: 487,1048824,1086558,41469,41479,0_8443,0_8453,10,0,60248,36215,36225,4_33487,4_33497,10,+,0,60248,36215,36225,4_33487,4_33497
C_amplexicaulis,S_pinnata,Caul_scaffold1038,Stan_scaffold782,S_pinnata_vs_C_amplexicaulis: 483,406023,522817,41321,41349,0_8295,0_8323,24,7952,158302,15245,15272,4_49515,4_49542,24,+,7952,158302,15245,15272,4_49515,4_49542
C_amplexicaulis,S_pinnata,Caul_scaffold1038,Stan_scaffold995,S_pinnata_vs_C_amplexicaulis: 481,218329,263835,41267,41279,0_8241,0_8253,10,13446,80227,17356,17368,4_55217,4_55229,10,+,13446,80227,17356,17368,4_55217,4_55229
C_amplexicaulis,S_pinnata,Caul_scaffold1039,Stan_scaffold1059,S_pinnata_vs_C_amplexicaulis: 504,5240703,5286274,43521,43532,0_10495,0_10506,7,3770,116863,18003,18012,4_1503,4_1512,7,+,3770,116863,18003,18012,4_1503,4_1512
C_amplexicaulis,S_pinnata,Caul_scaffold1039,Stan_scaffold1216,S_pinnata_vs_C_amplexicaulis: 506,5676907,5707684,43625,43633,0_10599,0_10607,6,16005,84144,19599,19608,4_4915,4_4924,6,+,16005,84144,19599,19608,4_4915,4_4924
C_amplexicaulis,S_pinnata,Caul_scaffold1039,Stan_scaffold1315,S_pinnata_vs_C_amplexicaulis: 510,6408396,6435200,43780,43786,0_10754,0_10760,7,26803,77296,20484,20490,4_6778,4_6784,7,+,26803,77296,20484,20490,4_6778,4_6784
C_amplexicaulis,S_pinnata,Caul_scaffold1039,Stan_scaffold143,S_pinnata_vs_C_amplexicaulis: 502,4496070,4539702,43337,43345,0_10311,0_10319,7,53471,96676,5335,5341,4_8812,4_8818,7,+,53471,96676,5335,5341,4_8812,4_8818
C_amplexicaulis,S_pinnata,Caul_scaffold1039,Stan_scaffold172,S_pinnata_vs_C_amplexicaulis: 517,7933194,7996451,44054,44065,0_11028,0_11039,9,18746,345582,6037,6062,4_13131,4_13156,9,+,18746,345582,6037,6062,4_13131,4_13156
C_amplexicaulis,S_pinnata,Caul_scaffold1039,Stan_scaffold1744,S_pinnata_vs_C_amplexicaulis: 508,5910132,5947836,43674,43683,0_10648,0_10657,8,28314,74485,23884,23893,4_13484,4_13493,8,+,28314,74485,23884,23893,4_13484,4_13493
C_amplexicaulis,S_pinnata,Caul_scaffold1039,Stan_scaffold203,S_pinnata_vs_C_amplexicaulis: 496,2445409,2486407,42840,42847,0_9814,0_9821,8,10237,108352,6695,6706,4_16792,4_16803,8,+,10237,108352,6695,6706,4_16792,4_16803
C_amplexicaulis,S_pinnata,Caul_scaffold1039,Stan_scaffold246,S_pinnata_vs_C_amplexicaulis: 516,7839986,7915598,44036,44050,0_11010,0_11024,8,16967,265326,7574,7585,4_21326,4_21337,8,+,16967,265326,7574,7585,4_21326,4_21337
C_amplexicaulis,S_pinnata,Caul_scaffold1039,Stan_scaffold2635,S_pinnata_vs_C_amplexicaulis: 509,6129407,6168158,43721,43729,0_10695,0_10703,6,884,33838,29422,29430,4_22913,4_22921,6,+,884,33838,29422,29430,4_22913,4_22921
C_amplexicaulis,S_pinnata,Caul_scaffold1039,Stan_scaffold324,S_pinnata_vs_C_amplexicaulis: 515,7370931,7467870,43959,43984,0_10933,0_10958,6,9049,205553,8914,8944,4_28162,4_28192,6,+,9049,205553,8914,8944,4_28162,4_28192
C_amplexicaulis,S_pinnata,Caul_scaffold1039,Stan_scaffold389,S_pinnata_vs_C_amplexicaulis: 518,8092785,8157888,44086,44100,0_11060,0_11074,9,8636,220690,10031,10054,4_32305,4_32328,9,+,8636,220690,10031,10054,4_32305,4_32328
C_amplexicaulis,S_pinnata,Caul_scaffold1039,Stan_scaffold497,S_pinnata_vs_C_amplexicaulis: 514,7368022,7431518,43958,43976,0_10932,0_10950,11,32078,191419,11706,11725,4_38254,4_38273,11,+,32078,191419,11706,11725,4_38254,4_38273
C_amplexicaulis,S_pinnata,Caul_scaffold1039,Stan_scaffold586,S_pinnata_vs_C_amplexicaulis: 512,6647369,6708543,43833,43846,0_10807,0_10820,6,65114,182547,12861,12875,4_42383,4_42397,6,+,65114,182547,12861,12875,4_42383,4_42397
C_amplexicaulis,S_pinnata,Caul_scaffold1039,Stan_scaffold780,S_pinnata_vs_C_amplexicaulis: 501,4072541,4128658,43237,43252,0_10211,0_10226,7,39502,130117,15214,15232,4_49453,4_49471,7,+,39502,130117,15214,15232,4_49453,4_49471
C_amplexicaulis,S_pinnata,Caul_scaffold1040,Stan_scaffold1003,S_pinnata_vs_C_amplexicaulis: 534,4035870,4063203,45021,45027,0_12001,0_12007,6,32195,124004,17443,17453,4_227,4_237,6,+,32195,124004,17443,17453,4_227,4_237
C_amplexicaulis,S_pinnata,Caul_scaffold1040,Stan_scaffold1057,S_pinnata_vs_C_amplexicaulis: 533,3899636,3927601,44990,44998,0_11970,0_11978,6,63674,103003,17985,17992,4_1471,4_1478,6,+,63674,103003,17985,17992,4_1471,4_1478
C_amplexicaulis,S_pinnata,Caul_scaffold1040,Stan_scaffold1169,S_pinnata_vs_C_amplexicaulis: 535,4205236,4261935,45052,45063,0_12032,0_12043,10,36135,132587,19116,19127,4_3887,4_3898,10,+,36135,132587,19116,19127,4_3887,4_3898
C_amplexicaulis,S_pinnata,Caul_scaffold1040,Stan_scaffold1401,S_pinnata_vs_C_amplexicaulis: 540,5659721,5734185,45315,45327,0_12295,0_12307,10,11407,103009,21210,21221,4_8358,4_8369,10,+,11407,103009,21210,21221,4_8358,4_8369
C_amplexicaulis,S_pinnata,Caul_scaffold1040,Stan_scaffold1685,S_pinnata_vs_C_amplexicaulis: 531,3583960,3624655,44916,44927,0_11896,0_11907,10,2327,47526,23426,23436,4_12685,4_12695,10,+,2327,47526,23426,23436,4_12685,4_12695
C_amplexicaulis,S_pinnata,Caul_scaffold1040,Stan_scaffold1755,S_pinnata_vs_C_amplexicaulis: 522,2350055,2416771,44650,44665,0_11630,0_11645,14,9243,90678,23954,23970,4_13617,4_13633,14,+,9243,90678,23954,23970,4_13617,4_13633
C_amplexicaulis,S_pinnata,Caul_scaffold1040,Stan_scaffold2327,S_pinnata_vs_C_amplexicaulis: 520,38816,106906,44118,44132,0_11098,0_11112,6,11106,74963,27639,27652,4_19981,4_19994,6,+,11106,74963,27639,27652,4_19981,4_19994
C_amplexicaulis,S_pinnata,Caul_scaffold1040,Stan_scaffold304,S_pinnata_vs_C_amplexicaulis: 542,5929482,5986716,45368,45374,0_12348,0_12354,7,82978,281235,8594,8605,4_26577,4_26588,7,+,82978,281235,8594,8605,4_26577,4_26588
C_amplexicaulis,S_pinnata,Caul_scaffold1040,Stan_scaffold400,S_pinnata_vs_C_amplexicaulis: 536,4608174,4730699,45134,45155,0_12114,0_12135,14,4609,210836,10254,10272,4_33085,4_33103,14,+,4609,210836,10254,10272,4_33085,4_33103
C_amplexicaulis,S_pinnata,Caul_scaffold1040,Stan_scaffold563,S_pinnata_vs_C_amplexicaulis: 538,4893695,4931087,45180,45191,0_12160,0_12171,10,82279,150621,12537,12548,4_41371,4_41382,10,+,82279,150621,12537,12548,4_41371,4_41382
C_amplexicaulis,S_pinnata,Caul_scaffold1040,Stan_scaffold57,S_pinnata_vs_C_amplexicaulis: 543,6071317,6144474,45385,45397,0_12365,0_12377,9,23099,431106,2902,2925,4_41659,4_41682,9,+,23099,431106,2902,2925,4_41659,4_41682
C_amplexicaulis,S_pinnata,Caul_scaffold1040,Stan_scaffold800,S_pinnata_vs_C_amplexicaulis: 541,5791427,5826977,45337,45344,0_12317,0_12324,6,7799,83468,15487,15496,4_50136,4_50145,6,+,7799,83468,15487,15496,4_50136,4_50145
C_amplexicaulis,S_pinnata,Caul_scaffold1041,Stan_scaffold1508,S_pinnata_vs_C_amplexicaulis: 554,3938000,3968174,46505,46511,0_13485,0_13491,6,12907,81291,22039,22050,4_10046,4_10057,6,+,12907,81291,22039,22050,4_10046,4_10057
C_amplexicaulis,S_pinnata,Caul_scaffold1041,Stan_scaffold1721,S_pinnata_vs_C_amplexicaulis: 568,7189697,7239424,47268,47281,0_14248,0_14261,12,23799,91660,23679,23692,4_13175,4_13188,12,+,23799,91660,23679,23692,4_13175,4_13188
C_amplexicaulis,S_pinnata,Caul_scaffold1041,Stan_scaffold1813,S_pinnata_vs_C_amplexicaulis: 552,2982165,3031131,46321,46332,0_13301,0_13312,11,10985,83348,24384,24395,4_14382,4_14393,11,+,10985,83348,24384,24395,4_14382,4_14393
C_amplexicaulis,S_pinnata,Caul_scaffold1041,Stan_scaffold1987,S_pinnata_vs_C_amplexicaulis: 551,2788761,2838761,46273,46291,0_13253,0_13271,13,13203,71958,25484,25498,4_16251,4_16265,13,+,13203,71958,25484,25498,4_16251,4_16265
C_amplexicaulis,S_pinnata,Caul_scaffold1041,Stan_scaffold2617,S_pinnata_vs_C_amplexicaulis: 555,5355304,5387871,46836,46846,0_13816,0_13826,6,29533,71542,29331,29339,4_22758,4_22766,6,+,29533,71542,29331,29339,4_22758,4_22766
C_amplexicaulis,S_pinnata,Caul_scaffold1041,Stan_scaffold2778,S_pinnata_vs_C_amplexicaulis: 546,1475047,1520902,45996,46006,0_12976,0_12986,7,7160,56101,30248,30257,4_24162,4_24171,7,+,7160,56101,30248,30257,4_24162,4_24171
C_amplexicaulis,S_pinnata,Caul_scaffold1041,Stan_scaffold4438,S_pinnata_vs_C_amplexicaulis: 562,6138130,6159269,47018,47025,0_13998,0_14005,6,3689,40254,37520,37530,4_35552,4_35562,6,+,3689,40254,37520,37530,4_35552,4_35562
C_amplexicaulis,S_pinnata,Caul_scaffold1041,Stan_scaffold594,S_pinnata_vs_C_amplexicaulis: 565,6894080,6921677,47197,47204,0_14177,0_14184,8,117484,180310,13036,13045,4_42784,4_42793,8,+,117484,180310,13036,13045,4_42784,4_42793
C_amplexicaulis,S_pinnata,Caul_scaffold1041,Stan_scaffold819,S_pinnata_vs_C_amplexicaulis: 564,6497197,6560331,47103,47118,0_14083,0_14098,8,6378,150011,15671,15684,4_50655,4_50668,8,+,6378,150011,15671,15684,4_50655,4_50668
C_amplexicaulis,S_pinnata,Caul_scaffold1041,Stan_scaffold846,S_pinnata_vs_C_amplexicaulis: 553,3657082,3691826,46459,46467,0_13439,0_13447,8,14736,109061,15912,15919,4_51410,4_51417,8,+,14736,109061,15912,15919,4_51410,4_51417
C_amplexicaulis,S_pinnata,Caul_scaffold1041,Stan_scaffold851,S_pinnata_vs_C_amplexicaulis: 559,5871957,5964574,46950,46974,0_13930,0_13954,16,11808,138704,15966,15992,4_51581,4_51607,16,+,11808,138704,15966,15992,4_51581,4_51607
C_amplexicaulis,S_pinnata,Caul_scaffold105,Stan_scaffold1154,S_pinnata_vs_C_amplexicaulis: 322,3492929,3525604,26790,26801,0_15432,0_15443,9,26757,113495,18966,18977,4_3583,4_3594,9,+,26757,113495,18966,18977,4_3583,4_3594
C_amplexicaulis,S_pinnata,Caul_scaffold105,Stan_scaffold231,S_pinnata_vs_C_amplexicaulis: 315,494434,581193,26149,26166,0_14791,0_14808,11,58335,307547,7263,7291,4_19816,4_19844,11,+,58335,307547,7263,7291,4_19816,4_19844
C_amplexicaulis,S_pinnata,Caul_scaffold105,Stan_scaffold2795,S_pinnata_vs_C_amplexicaulis: 327,3985563,4033830,26903,26912,0_15545,0_15554,6,2302,43806,30350,30358,4_24311,4_24319,6,+,2302,43806,30350,30358,4_24311,4_24319
C_amplexicaulis,S_pinnata,Caul_scaffold105,Stan_scaffold3685,S_pinnata_vs_C_amplexicaulis: 314,262893,280873,26102,26108,0_14744,0_14750,6,31792,52249,34664,34670,4_31071,4_31077,6,+,31792,52249,34664,34670,4_31071,4_31077
