Orthogroup	S_pinnata	C_amplexicaulis
OG0001202	Stapi.4734s0003	Caamp.1041s1236, Caamp.1038s0190
OG0001203	Stapi.1130s0006	Caamp.1037s1225
OG0001203	Stapi.4800s0007	Caamp.1040s0863
OG0001203	Stapi.1606s0002	Caamp.0052s0634
OG0001204	Stapi.3169s0001	Caamp.0097s0012
OG0001204	Stapi.2783s0002	Caamp.0052s0586
OG0001205	Stapi.0638s0007	Caamp.0005s0112
OG0001205	Stapi.0673s0001	Caamp.1037s0741, Caamp.1040s0385
OG0001206	Stapi.0263s0002	Caamp.0097s0199
OG0001206	Stapi.6725s0002	Caamp.1040s0408
OG0001206	Stapi.3348s0001	Caamp.1037s0767
OG0001207	Stapi.0015s0001	Caamp.1037s0800
OG0001207	Stapi.4925s0005	Caamp.1037s0801
OG0001208	Stapi.1474s0008	Caamp.1037s1049
OG0001209	Stapi.9316s0001	Caamp.1037s1147
OG0001209	Stapi.3598s0005	Caamp.1040s0783
OG0001210	Stapi.4478s0001, Stapi.4478s0002	Caamp.1040s0836
OG0001211	Stapi.2428s0008	Caamp.1037s1315
OG0001212	Stapi.0013s0013	Caamp.1040s1025, Caamp.1037s1360
OG0001212	Stapi.1986s0008, Stapi.1761s0014	Caamp.0190s0258, Caamp.0094s1070
OG0001213	Stapi.1216s0012, Stapi.3489s0002	Caamp.1040s1093
OG0001213	Stapi.3513s0009	Caamp.0094s1044
OG0001214	Stapi.20491s0001, Stapi.3488s0003, Stapi.8701s0002, Stapi.3488s0002	Caamp.0105s1685
OG0001214	Stapi.8596s0003	Caamp.1038s0894
OG0001215	Stapi.2617s0001, Stapi.4774s0002	Caamp.1037s1454
OG0001216	Stapi.3466s0003	Caamp.1040s1209
OG0001216	Stapi.1401s0001, Stapi.2706s0004	Caamp.1037s1552
OG0001216	Stapi.2706s0005, Stapi.1401s0003	Caamp.1040s1211
OG0001217	Stapi.3405s0004	Caamp.1037s1564
OG0001217	Stapi.1472s0002	Caamp.1040s1226
OG0001218	Stapi.8518s0001, Stapi.31426s0001	Caamp.1037s1705
OG0001218	Stapi.25261s0001, Stapi.16364s0001, Stapi.17240s0001, Stapi.0534s0005, Stapi.3841s0001, Stapi.4319s0001, Stapi.7427s0001, Stapi.0501s0004	Caamp.0014s0058
OG0001219	Stapi.4866s0004	Caamp.1041s1022
OG0001219	Stapi.1054s0019, Stapi.5050s0001, Stapi.2491s0003, Stapi.1054s0018, Stapi.10115s0002, Stapi.1054s0024	Caamp.1038s0408
OG0001220	Stapi.0133s0036	Caamp.0006s0389, Caamp.0076s0332
OG0001221	Stapi.2736s0012	Caamp.0023s0063, Caamp.0078s1117
OG0001222	Stapi.3737s0003	Caamp.0078s1014
OG0001223	Stapi.6716s0003	Caamp.0023s0020
OG0001224	Stapi.6987s0001	Caamp.0023s0005
OG0001225	Stapi.9274s0002	Caamp.0078s0966
OG0001226	Stapi.0525s0005, Stapi.0069s0002	Caamp.0078s0900
OG0001227	Stapi.8661s0001, Stapi.3857s0006	Caamp.0214s0221, Caamp.0078s0750
OG0001228	Stapi.0026s0005, Stapi.2092s0004, Stapi.4624s0004, Stapi.2138s0001	Caamp.0059s0037, Caamp.1039s0083, Caamp.1039s0084
OG0001229	Stapi.9074s0002, Stapi.0300s0015, Stapi.4034s0002	Caamp.1039s0177
OG0001229	Stapi.4416s0003	Caamp.0120s0498
OG0001230	Stapi.8783s0001, Stapi.10863s0001	Caamp.1039s0192
OG0001230	Stapi.18048s0001	Caamp.0105s1168, Caamp.0094s0500
OG0001231	Stapi.2005s0004, Stapi.0410s0016	Caamp.1039s0261
OG0001231	Stapi.0443s0007, Stapi.1127s0005	Caamp.0065s0248
OG0001232	Stapi.1727s0008	Caamp.1039s0394
OG0001233	Stapi.22495s0001, Stapi.14507s0001	Caamp.1041s0075
OG0001233	Stapi.8445s0003	Caamp.1039s0450, Caamp.1039s0449
OG0001234	Stapi.2623s0001	Caamp.1039s0615, Caamp.0078s1214
OG0001235	Stapi.0446s0015, Stapi.0263s0015, Stapi.2168s0011	Caamp.1039s0749
OG0001236	Stapi.2168s0010	Caamp.1039s0750
OG0001236	Stapi.1594s0003	Caamp.0040s0248
OG0001236	Stapi.7184s0008	Caamp.0037s0222
OG0001236	Stapi.0446s0014	Caamp.0105s0015
OG0001237	Stapi.3380s0008	Caamp.0105s0051, Caamp.1039s0788
OG0001238	Stapi.1420s0006, Stapi.11392s0002	Caamp.0051s0093, Caamp.0037s0288, Caamp.1041s1952, Caamp.0040s0102, Caamp.1039s0830
OG0001239	Stapi.11708s0001	Caamp.1039s0877
OG0001239	Stapi.3583s0001	Caamp.0095s0046
OG0001240	Stapi.5948s0001	Caamp.0051s0242
OG0001240	Stapi.8513s0003	Caamp.1039s0976
OG0001240	Stapi.2753s0005	Caamp.1041s0817
OG0001241	Stapi.6751s0004	Caamp.0064s0684, Caamp.1041s0806
OG0001241	Stapi.0961s0007	Caamp.1039s1002, Caamp.0051s0266
OG0001242	Stapi.2543s0003	Caamp.1039s1190, Caamp.0053s0047
OG0001242	Stapi.1813s0006, Stapi.1561s0008	Caamp.0064s0842
OG0001243	Stapi.1064s0003, Stapi.3625s0004	Caamp.0053s0123
OG0001243	Stapi.1744s0010	Caamp.1039s1277
OG0001244	Stapi.1720s0003	Caamp.0190s0170
OG0001244	Stapi.4134s0007	Caamp.1039s1295
OG0001244	Stapi.0943s0010	Caamp.0053s0142
OG0001245	Stapi.2635s0004	Caamp.1039s1321
OG0001245	Stapi.2635s0003	Caamp.0053s0164, Caamp.0053s0163
OG0001246	Stapi.1948s0003	Caamp.0097s0946
OG0001247	Stapi.4933s0001	Caamp.1041s1599
OG0001248	Stapi.1576s0004	Caamp.0035s0038, Caamp.0004s0223
OG0001248	Stapi.0062s0011	Caamp.0097s0986, Caamp.0012s0150, Caamp.0067s0018, Caamp.0025s0048, Caamp.0122s0010, Caamp.0172s0003, Caamp.1040s1368, Caamp.0021s0094, Caamp.0058s0012
OG0001249	Stapi.3269s0003, Stapi.0308s0016, Stapi.0308s0015	Caamp.0066s0027, Caamp.0066s0028, Caamp.0051s0031, Caamp.0066s0026, Caamp.1040s1434, Caamp.0051s0030
OG0001250	Stapi.10380s0002	Caamp.0061s0073, Caamp.0216s0002, Caamp.0211s0001, Caamp.1041s0198
OG0001250	Stapi.6794s0001	Caamp.0046s0052, Caamp.0061s0075, Caamp.1040s1436, Caamp.0004s0285
OG0001250	Stapi.1627s0003	Caamp.0097s0788
OG0001251	Stapi.0916s0007, Stapi.8049s0002	Caamp.0066s0024
OG0001251	Stapi.0916s0010	Caamp.1040s1440
OG0001252	Stapi.12379s0001	Caamp.1041s0027, Caamp.0059s0126
OG0001253	Stapi.31480s0002	Caamp.1041s0032
OG0001253	Stapi.5416s0002	Caamp.0190s0650, Caamp.0303s1070, Caamp.0044s0015
OG0001254	Stapi.2559s0004, Stapi.5989s0002	Caamp.1041s0182
OG0001255	Stapi.3479s0001	Caamp.0076s1220
OG0001256	Stapi.0719s0010	Caamp.1041s0595, Caamp.0094s1005
OG0001256	Stapi.27462s0001	Caamp.0079s0078
OG0001257	Stapi.8617s0001	Caamp.0051s0378
OG0001257	Stapi.9366s0001	Caamp.1041s0720
OG0001257	Stapi.7738s0001, Stapi.4368s0001	Caamp.0064s0786
OG0001258	Stapi.0576s0005	Caamp.0064s0738, Caamp.1041s0762
OG0001258	Stapi.4591s0001	Caamp.1041s0763
OG0001258	Stapi.0576s0004	Caamp.0064s0737
OG0001259	Stapi.6277s0004	Caamp.1041s1645
OG0001259	Stapi.0234s0003, Stapi.16931s0001, Stapi.3604s0003, Stapi.11117s0001	Caamp.0052s0530
OG0001260	Stapi.9308s0001	Caamp.0052s0451
OG0001261	Stapi.1474s0002	Caamp.0052s0447
OG0001261	Stapi.5368s0004	Caamp.1041s1732
OG0001262	Stapi.0370s0014	Caamp.0052s0369
OG0001262	Stapi.12433s0001	Caamp.0303s0108
OG0001263	Stapi.0591s0007	Caamp.0037s0306
OG0001263	Stapi.4115s0001, Stapi.4736s0004, Stapi.4736s0003	Caamp.1041s1931
OG0001264	Stapi.5827s0006	Caamp.1041s2008
OG0001264	Stapi.0307s0017	Caamp.0026s0546, Caamp.0078s0151
OG0001265	Stapi.5827s0007	Caamp.0026s0548
OG0001266	Stapi.2885s0005	Caamp.0013s0302
OG0001266	Stapi.4001s0002	Caamp.0105s0142
OG0001266	Stapi.7930s0001	Caamp.0056s0249
OG0001267	Stapi.6869s0002	Caamp.0105s0782
OG0001267	Stapi.7008s0002	Caamp.0303s0061
OG0001267	Stapi.9589s0002	Caamp.0214s0402
OG0001269	Stapi.3610s0003, Stapi.14092s0001	Caamp.0093s0139
OG0001270	Stapi.2675s0005	Caamp.0093s0142
OG0001270	Stapi.8896s0002	Caamp.0095s1153
OG0001271	Stapi.0155s0034	Caamp.0095s0171
OG0001272	Stapi.5450s0002	Caamp.0190s1331
OG0001272	Stapi.21336s0001, Stapi.0550s0018	Caamp.0105s1056, Caamp.0094s0392
OG0001273	Stapi.2656s0001	Caamp.0190s1315
OG0001275	Stapi.0421s0026	Caamp.0110s0047
OG0001275	Stapi.0107s0011, Stapi.0421s0025	Caamp.0110s0046
OG0001277	Stapi.0081s0022, Stapi.0016s0038, Stapi.12737s0001, Stapi.2565s0008, Stapi.0252s0008, Stapi.0310s0013, Stapi.1123s0004, Stapi.1059s0005, Stapi.0023s0035, Stapi.0054s0039	Caamp.0012s0058, Caamp.0041s0006, Caamp.0036s0006
OG0001278	Stapi.4147s0001, Stapi.11575s0001	Caamp.0012s0082
OG0001279	Stapi.1372s0005	Caamp.0012s0083
OG0001279	Stapi.0130s0013	Caamp.0038s0022, Caamp.0027s0111
OG0001280	Stapi.0135s0016	Caamp.0012s0102
OG0001280	Stapi.0135s0017	Caamp.0058s0003, Caamp.0012s0103
OG0001281	Stapi.0924s0004	Caamp.0076s1326
OG0001281	Stapi.3573s0006, Stapi.4621s0004	Caamp.0120s0962
OG0001282	Stapi.0208s0013, Stapi.13952s0002	Caamp.0128s0001, Caamp.0035s0113
OG0001283	Stapi.0016s0029	Caamp.0013s0069, Caamp.0064s0178, Caamp.0013s0092, Caamp.0013s0027, Caamp.0013s0025, Caamp.0013s0067, Caamp.0013s0064, Caamp.0013s0044, Caamp.0097s0698, Caamp.0013s0066, Caamp.0004s0068
OG0001284	Stapi.1025s0002	Caamp.0004s0204, Caamp.0137s0002, Caamp.0137s0001
OG0001284	Stapi.0096s0011, Stapi.7443s0001, Stapi.0153s0010, Stapi.0130s0008, Stapi.0654s0010, Stapi.0054s0090, Stapi.4449s0001, Stapi.1729s0007	Caamp.0058s0038
OG0001286	Stapi.1184s0007	Caamp.0188s0332
OG0001286	Stapi.2008s0011	Caamp.0054s0063, Caamp.0015s0049, Caamp.0052s0245
OG0001287	Stapi.3641s0005, Stapi.0993s0002	Caamp.0303s1332
OG0001287	Stapi.2658s0002	Caamp.0015s0139
OG0001287	Stapi.2658s0001, Stapi.14217s0001	Caamp.0303s1333, Caamp.0015s0140
OG0001288	Stapi.10526s0001	Caamp.0303s1303, Caamp.0015s0197
OG0001289	Stapi.4492s0001, Stapi.4198s0001, Stapi.4153s0001	Caamp.0303s1260, Caamp.0015s0241, Caamp.0303s1262, Caamp.0303s1261
OG0001290	Stapi.2619s0007, Stapi.9171s0003	Caamp.0303s0244, Caamp.0214s0580
OG0001291	Stapi.3168s0005	Caamp.0071s0273
OG0001291	Stapi.4662s0003	Caamp.0188s0241
OG0001292	Stapi.2295s0006	Caamp.0078s0721
OG0001292	Stapi.2541s0007	Caamp.0188s0384
OG0001293	Stapi.8000s0002	Caamp.0076s0976, Caamp.0077s0015
OG0001293	Stapi.0390s0001	Caamp.0188s0583, Caamp.0021s0009
OG0001294	Stapi.5651s0007	Caamp.0006s0806, Caamp.0084s0092
OG0001294	Stapi.1563s0009	Caamp.0188s0634, Caamp.0040s0097
OG0001295	Stapi.2660s0004	Caamp.0188s0666, Caamp.0040s0127
OG0001295	Stapi.2661s0006	Caamp.0006s0755
OG0001296	Stapi.2825s0005	Caamp.0040s0143, Caamp.0188s0679
OG0001297	Stapi.14381s0001	Caamp.0046s0197
OG0001297	Stapi.0701s0011	Caamp.0188s0763
OG0001298	Stapi.14040s0001	Caamp.0064s0099
OG0001299	Stapi.0412s0001	Caamp.0058s0245
OG0001299	Stapi.0194s0006	Caamp.0076s0535
OG0001300	Stapi.5763s0001, Stapi.12680s0001	Caamp.0046s0542, Caamp.0190s0069
OG0001300	Stapi.5447s0002	Caamp.0006s0191, Caamp.0064s0308
OG0001301	Stapi.5980s0004	Caamp.0046s0559, Caamp.0190s0086
OG0001302	Stapi.5432s0002	Caamp.0190s0092, Caamp.0046s0565
OG0001302	Stapi.6878s0001	Caamp.0006s0161, Caamp.0064s0273
OG0001303	Stapi.1012s0004, Stapi.2868s0005	Caamp.0303s0698
OG0001303	Stapi.2823s0003	Caamp.0094s1159
OG0001303	Stapi.1742s0004	Caamp.0190s0353
OG0001304	Stapi.2121s0010	Caamp.0190s0572
OG0001304	Stapi.5796s0003	Caamp.0003s0195
OG0001304	Stapi.2121s0009	Caamp.0190s0571, Caamp.0003s0194
OG0001305	Stapi.4878s0001, Stapi.17607s0001, Stapi.5117s0002	Caamp.0190s1345, Caamp.0026s0616
OG0001306	Stapi.4205s0001	Caamp.0002s0229
OG0001307	Stapi.7664s0002, Stapi.2075s0001, Stapi.0056s0038, Stapi.0002s0021, Stapi.0179s0004, Stapi.0007s0018, Stapi.0135s0007, Stapi.0839s0009, Stapi.1690s0001, Stapi.0200s0003, Stapi.0135s0022	Caamp.0021s0074, Caamp.0009s0047
OG0001308	Stapi.0296s0004	Caamp.0214s0091
OG0001308	Stapi.5469s0001, Stapi.0296s0003	Caamp.0078s0883
OG0001309	Stapi.2741s0005, Stapi.5538s0001, Stapi.0793s0007	Caamp.0078s0781, Caamp.0099s0141, Caamp.0391s0001
OG0001310	Stapi.3259s0010, Stapi.10060s0002	Caamp.0078s0736, Caamp.0214s0237
OG0001311	Stapi.20179s0002	Caamp.0214s0820, Caamp.0303s0500
OG0001311	Stapi.0479s0016	Caamp.0066s0066
OG0001311	Stapi.1326s0007	Caamp.0051s0062
OG0001312	Stapi.1427s0003, Stapi.5242s0003, Stapi.0948s0005	Caamp.0097s0297
OG0001313	Stapi.0586s0004	Caamp.0076s0440, Caamp.0006s0281
OG0001313	Stapi.1341s0006	Caamp.0024s0016
OG0001314	Stapi.3725s0005, Stapi.0605s0021	Caamp.0024s0038
OG0001315	Stapi.0605s0020	Caamp.0046s0435, Caamp.0024s0039
OG0001316	Stapi.5013s0009	Caamp.0076s0405
OG0001317	Stapi.1133s0010	Caamp.0046s0350, Caamp.0024s0125
OG0001318	Stapi.3175s0007	Caamp.0076s0266
OG0001318	Stapi.3188s0003	Caamp.0024s0156
OG0001319	Stapi.0963s0002	Caamp.0024s0168
OG0001319	Stapi.6071s0005, Stapi.3112s0004	Caamp.0085s0084
OG0001320	Stapi.3281s0006, Stapi.3281s0007	Caamp.0024s0458
OG0001321	Stapi.4430s0004, Stapi.6527s0002, Stapi.7263s0003	Caamp.0024s0492
OG0001323	Stapi.5322s0005	Caamp.0026s0762
OG0001323	Stapi.0098s0008	Caamp.0026s0760
OG0001324	Stapi.0425s0009, Stapi.1709s0002	Caamp.0028s0196
OG0001325	Stapi.2392s0009	Caamp.0076s0856
OG0001325	Stapi.1065s0010	Caamp.0085s0026
OG0001325	Stapi.0155s0021	Caamp.0003s0808, Caamp.0095s0184
OG0001326	Stapi.13392s0001, Stapi.3713s0003, Stapi.30198s0001, Stapi.9293s0001, Stapi.3713s0002, Stapi.11917s0002, Stapi.3713s0001, Stapi.3713s0005	Caamp.0303s1082
OG0001327	Stapi.8745s0012, Stapi.2858s0016	Caamp.0306s0017
OG0001328	Stapi.5488s0007	Caamp.0436s0018
OG0001328	Stapi.1768s0005	Caamp.0033s0464
OG0001329	Stapi.8745s0004	Caamp.0338s0007
OG0001330	Stapi.13924s0001, Stapi.3903s0005, Stapi.3447s0003, Stapi.9816s0001	Caamp.0095s1351, Caamp.0095s1350, Caamp.0035s0010, Caamp.0095s1353, Caamp.0095s1355, Caamp.0095s1352, Caamp.0095s1356, Caamp.0095s1354
OG0001331	Stapi.2113s0003, Stapi.4145s0003, Stapi.5635s0003	Caamp.0037s0001, Caamp.0046s0003
OG0001332	Stapi.0873s0001	Caamp.0049s0017
OG0001333	Stapi.5643s0003	Caamp.0007s0103
OG0001334	Stapi.5547s0004, Stapi.4636s0001, Stapi.1006s0015, Stapi.0004s0049, Stapi.12926s0001	Caamp.0076s0651
OG0001336	Stapi.2417s0001	Caamp.0076s1336
OG0001337	Stapi.2569s0007	Caamp.0078s0544
OG0001337	Stapi.2569s0006	Caamp.0095s0750, Caamp.0078s0545
OG0001338	Stapi.8684s0004	Caamp.0094s0212
OG0001338	Stapi.8684s0006	Caamp.0094s0215, Caamp.0094s0213
OG0001339	Stapi.2445s0002	Caamp.0095s0140
OG0001339	Stapi.2506s0004	Caamp.0097s0413
OG0001340	Stapi.2056s0005, Stapi.1450s0011, Stapi.1899s0004, Stapi.7868s0001, Stapi.14396s0001, Stapi.7777s0003, Stapi.1363s0007, Stapi.2303s0003, Stapi.1978s0008, Stapi.1363s0003, Stapi.9910s0002	Caamp.0097s0983
OG0001354	Stapi.2826s0003	Caamp.0001s0008, Caamp.0076s0827
OG0001354	Stapi.0708s0012	Caamp.0003s0777, Caamp.0095s0214
OG0001355	Stapi.7712s0001	Caamp.0001s0014, Caamp.0003s0773, Caamp.0095s0219
OG0001355	Stapi.2972s0005	Caamp.0076s0819
OG0001356	Stapi.0972s0001, Stapi.2692s0001, Stapi.0706s0007, Stapi.13521s0001, Stapi.5811s0002	Caamp.0076s0614, Caamp.0001s0214
OG0001357	Stapi.4869s0002	Caamp.0001s0239
OG0001357	Stapi.1364s0003	Caamp.1033s0785
OG0001358	Stapi.7639s0005, Stapi.28025s0001	Caamp.0003s0528, Caamp.0190s0920
OG0001359	Stapi.0324s0017	Caamp.0026s0014
OG0001359	Stapi.0497s0017	Caamp.1039s1567
OG0001359	Stapi.2063s0003	Caamp.0001s0270
OG0001359	Stapi.0293s0019	Caamp.0061s0036
OG0001360	Stapi.0483s0008	Caamp.0008s0136, Caamp.0010s0033
OG0001361	Stapi.3029s0005	Caamp.0010s0058, Caamp.0008s0113
OG0001362	Stapi.4164s0002	Caamp.0007s0327, Caamp.0078s0090, Caamp.0071s0173, Caamp.0010s0107
OG0001363	Stapi.0696s0005, Stapi.8042s0002	Caamp.0094s0664, Caamp.0105s1323, Caamp.1039s0404, Caamp.0010s0108
OG0001364	Stapi.1742s0009	Caamp.0190s0346
OG0001364	Stapi.0696s0004	Caamp.0010s0110
OG0001364	Stapi.3640s0003, Stapi.8400s0001	Caamp.0026s0812
OG0001365	Stapi.1479s0014	Caamp.1041s0349
OG0001366	Stapi.3074s0001	Caamp.0010s0243
OG0001367	Stapi.4519s0002	Caamp.0010s0248, Caamp.0010s0249
OG0001367	Stapi.10158s0001, Stapi.11756s0001	Caamp.1041s1233
OG0001368	Stapi.4206s0003, Stapi.11808s0001	Caamp.1039s0211
OG0001370	Stapi.6642s0001	Caamp.0099s0104
OG0001371	Stapi.3776s0001, Stapi.3776s0002	Caamp.0099s0096, Caamp.0095s0645
OG0001372	Stapi.2223s0002, Stapi.3562s0007	Caamp.0102s0079
OG0001374	Stapi.10806s0001	Caamp.0006s0023, Caamp.0064s0132
OG0001375	Stapi.2104s0004	Caamp.0102s0187
OG0001375	Stapi.0831s0007	Caamp.0078s0430, Caamp.0095s0821
OG0001376	Stapi.2166s0001	Caamp.0102s0332
OG0001376	Stapi.0044s0028	Caamp.0095s0888
OG0001377	Stapi.3515s0004	Caamp.0095s0895
OG0001377	Stapi.1322s0007	Caamp.0078s0498
OG0001377	Stapi.3292s0005	Caamp.0102s0338
OG0001378	Stapi.6081s0001	Caamp.0102s0438, Caamp.0105s0627
OG0001378	Stapi.0307s0002	Caamp.0105s0626, Caamp.0102s0439
OG0001379	Stapi.1018s0003	Caamp.0190s0233
OG0001379	Stapi.1576s0002	Caamp.0102s0460
OG0001379	Stapi.3749s0004	Caamp.0105s0605
OG0001380	Stapi.1041s0007, Stapi.0286s0002	Caamp.0102s0478
OG0001381	Stapi.0534s0003, Stapi.0391s0007	Caamp.1033s0752, Caamp.0007s0152
OG0001381	Stapi.2094s0006, Stapi.0376s0004	Caamp.0102s0483
OG0001382	Stapi.15595s0001	Caamp.0105s0512, Caamp.0102s0554
OG0001382	Stapi.2732s0010	Caamp.1033s0696
OG0001383	Stapi.5402s0002	Caamp.0012s0149, Caamp.0102s0564, Caamp.1037s1708, Caamp.0012s0148, Caamp.1037s1749, Caamp.0012s0151, Caamp.0105s0503
OG0001384	Stapi.0917s0003	Caamp.0102s0675
OG0001385	Stapi.1807s0004	Caamp.0105s0364, Caamp.0102s0695
OG0001386	Stapi.2314s0002	Caamp.0102s0713
OG0001386	Stapi.0593s0028	Caamp.0190s0698, Caamp.0003s0331
OG0001387	Stapi.1335s0002, Stapi.1555s0001, Stapi.23812s0001, Stapi.25111s0002, Stapi.4867s0002, Stapi.11180s0002, Stapi.4080s0003	Caamp.0102s0755, Caamp.0028s0185
OG0001388	Stapi.0459s0011	Caamp.0028s0070
OG0001388	Stapi.0611s0010	Caamp.0102s0897
OG0001388	Stapi.0566s0011	Caamp.1033s0956
OG0001389	Stapi.7793s0004, Stapi.5721s0001	Caamp.0059s0077, Caamp.1027s0077, Caamp.0094s0032
OG0001390	Stapi.4624s0001	Caamp.1039s0073, Caamp.0059s0041
OG0001391	Stapi.3289s0002	Caamp.0094s0075, Caamp.1027s0125
OG0001391	Stapi.3289s0003, Stapi.6486s0006	Caamp.0094s0074
OG0001392	Stapi.23087s0001	Caamp.1027s0133
OG0001393	Stapi.9672s0001	Caamp.1027s0205, Caamp.0094s0154
OG0001394	Stapi.24330s0001	Caamp.0303s0105, Caamp.0214s0452
OG0001395	Stapi.7786s0007	Caamp.1031s0426, Caamp.0076s1537
OG0001396	Stapi.0063s0037	Caamp.0076s1535, Caamp.1031s0428
OG0001396	Stapi.3097s0005	Caamp.0023s0169, Caamp.0095s0501
OG0001397	Stapi.17858s0001	Caamp.0076s1532
OG0001398	Stapi.0970s0004	Caamp.1031s0495, Caamp.0076s1465
OG0001398	Stapi.2984s0004	Caamp.0023s0252, Caamp.0095s0417
OG0001399	Stapi.1306s0004, Stapi.11822s0004	Caamp.0076s1428
OG0001400	Stapi.4785s0005	Caamp.0023s0306, Caamp.0023s0308
OG0001401	Stapi.4579s0002	Caamp.0018s0090, Caamp.1031s0674
OG0001402	Stapi.1881s0006	Caamp.1040s0018
OG0001402	Stapi.2327s0010	Caamp.1037s0012
OG0001403	Stapi.24059s0001	Caamp.0023s0404, Caamp.0065s0026
OG0001404	Stapi.28758s0002	Caamp.0065s0058, Caamp.0023s0442, Caamp.0018s0165, Caamp.1031s0747
OG0001405	Stapi.7735s0001	Caamp.0018s0223
OG0001405	Stapi.1531s0006	Caamp.0070s0064
OG0001405	Stapi.16691s0001	Caamp.1031s0801
OG0001407	Stapi.9592s0001, Stapi.2511s0003	Caamp.1033s0037, Caamp.0037s0323, Caamp.0006s0096
OG0001408	Stapi.5821s0004	Caamp.0064s0177
OG0001408	Stapi.6257s0004	Caamp.0037s0338, Caamp.1033s0058
OG0001409	Stapi.0244s0027	Caamp.0076s0066, Caamp.0303s0798
OG0001409	Stapi.3910s0004	Caamp.0037s0405, Caamp.1033s0129
OG0001410	Stapi.3909s0004	Caamp.0303s0863, Caamp.1036s0364
OG0001411	Stapi.4003s0003	Caamp.1036s0476
OG0001411	Stapi.4921s0002	Caamp.0303s0962
OG0001412	Stapi.0580s0012, Stapi.3584s0001, Stapi.3335s0001	Caamp.1033s0297
OG0001412	Stapi.8164s0003	Caamp.0303s0367
OG0001413	Stapi.6717s0001	Caamp.1033s0328, Caamp.0037s0615
OG0001413	Stapi.7728s0003, Stapi.2797s0004	Caamp.0002s0364
OG0001414	Stapi.7992s0003	Caamp.1033s0409
OG0001414	Stapi.12702s0001	Caamp.0070s0111
OG0001414	Stapi.7992s0004	Caamp.1033s0408
OG0001415	Stapi.1533s0001	Caamp.0105s0426
OG0001415	Stapi.2500s0004	Caamp.0070s0015, Caamp.1033s0532
OG0001416	Stapi.10395s0001	Caamp.1033s0582, Caamp.0078s0574
OG0001416	Stapi.0613s0011	Caamp.1036s0581
OG0001417	Stapi.2874s0006	Caamp.0007s0114, Caamp.0004s0309, Caamp.1033s0726
OG0001418	Stapi.2963s0001	Caamp.1033s0811
OG0001418	Stapi.5580s0001	Caamp.0007s0199
OG0001419	Stapi.8229s0002	Caamp.1039s0837, Caamp.1033s1065, Caamp.0051s0100, Caamp.1038s0557
OG0001420	Stapi.2877s0001	Caamp.0058s0040, Caamp.0035s0183, Caamp.0004s0214, Caamp.1033s1068, Caamp.0060s0011, Caamp.0048s0029, Caamp.0004s0185, Caamp.0089s0007, Caamp.0049s0039, Caamp.0097s1086, Caamp.0035s0231
OG0001422	Stapi.2988s0002	Caamp.0078s0081
OG0001423	Stapi.2988s0001	Caamp.0078s0080
OG0001423	Stapi.16492s0001	Caamp.0026s0489
OG0001424	Stapi.2266s0003	Caamp.0026s0466
OG0001424	Stapi.2655s0007	Caamp.0078s0060
OG0001425	Stapi.2266s0002	Caamp.0026s0464
OG0001426	Stapi.1079s0008, Stapi.2948s0001	Caamp.1041s1040
OG0001427	Stapi.1054s0007	Caamp.1041s1014
OG0001428	Stapi.1054s0011	Caamp.1041s1018
OG0001429	Stapi.3755s0005	Caamp.1035s0142, Caamp.0033s0257
OG0001430	Stapi.23876s0001	Caamp.0033s0244, Caamp.1035s0162
OG0001431	Stapi.8550s0002	Caamp.0033s0225
OG0001432	Stapi.5381s0002, Stapi.2076s0006	Caamp.0093s0078
OG0001433	Stapi.1869s0001	Caamp.1041s0983
OG0001434	Stapi.9493s0002	Caamp.0033s0132, Caamp.1035s0271
OG0001434	Stapi.0802s0018	Caamp.1038s0506, Caamp.1041s0921
OG0001435	Stapi.9286s0001	Caamp.0033s0116
OG0001435	Stapi.0926s0010, Stapi.2127s0004	Caamp.0026s0373
OG0001436	Stapi.1652s0006	Caamp.0120s0849, Caamp.1035s0560
OG0001436	Stapi.10900s0001	Caamp.1040s1141, Caamp.1037s1474
OG0001437	Stapi.0538s0012	Caamp.0078s0046
OG0001437	Stapi.6321s0005	Caamp.0026s0449
OG0001438	Stapi.4604s0003	Caamp.1041s1126
OG0001439	Stapi.2876s0008	Caamp.1035s0718
OG0001440	Stapi.18828s0002, Stapi.2876s0009	Caamp.0120s0690, Caamp.1035s0719
OG0001441	Stapi.0255s0022	Caamp.1039s1266
OG0001441	Stapi.2629s0004, Stapi.6171s0005, Stapi.2971s0001	Caamp.1039s1267
OG0001441	Stapi.1553s0013	Caamp.0120s0665, Caamp.1035s0742
OG0001442	Stapi.2136s0004	Caamp.0120s0648, Caamp.1035s0762
OG0001443	Stapi.8306s0003, Stapi.30049s0001	Caamp.1035s0788
OG0001444	Stapi.6643s0001	Caamp.0120s0606, Caamp.1035s0799, Caamp.0303s0124, Caamp.0214s0472
OG0001445	Stapi.2966s0005	Caamp.0214s0483, Caamp.0303s0139, Caamp.1035s0811, Caamp.0120s0592
OG0001446	Stapi.2553s0012	Caamp.0120s0585
OG0001446	Stapi.2713s0015, Stapi.2966s0012	Caamp.1035s0819
OG0001446	Stapi.3831s0003	Caamp.0303s0149, Caamp.0214s0490
OG0001447	Stapi.1912s0003, Stapi.23936s0001	Caamp.0214s0535
OG0001448	Stapi.1912s0002	Caamp.0120s0548, Caamp.0303s0196
