Orthogroup	C_amplexicaulis	S_pinnata
OG0001680	Caamp.0046s0373	Stapi.10211s0004
OG0001680	Caamp.0064s0663	Stapi.2872s0005
OG0001680	Caamp.0097s0283	Stapi.2872s0006
OG0001681	Caamp.0005s0005	Stapi.1934s0008, Stapi.27440s0001, Stapi.3179s0002
OG0001681	Caamp.0097s0050	Stapi.1199s0003
OG0001681	Caamp.0007s0324	Stapi.0208s0015
OG0001683	Caamp.0005s0158	Stapi.2188s0008
OG0001683	Caamp.0076s0260	Stapi.1679s0007
OG0001684	Caamp.0097s0230, Caamp.0005s0170	Stapi.0628s0006
OG0001684	Caamp.0097s0228	Stapi.5460s0001, Stapi.3610s0001
OG0001685	Caamp.0064s0431	Stapi.0186s0012
OG0001685	Caamp.0097s0748	Stapi.1123s0008
OG0001685	Caamp.0058s0128	Stapi.0447s0005
OG0001686	Caamp.0076s0555	Stapi.0455s0006, Stapi.0455s0005
OG0001686	Caamp.0058s0268	Stapi.6662s0003
OG0001687	Caamp.0006s0182, Caamp.0006s0183, Caamp.0064s0294, Caamp.0064s0293	Stapi.8321s0001, Stapi.8921s0001, Stapi.7191s0001
OG0001689	Caamp.0068s0013	Stapi.7472s0002
OG0001690	Caamp.0069s0014	Stapi.0440s0001, Stapi.1010s0003, Stapi.13766s0001, Stapi.1264s0005, Stapi.0989s0010, Stapi.1582s0001, Stapi.29640s0001, Stapi.0562s0009, Stapi.0125s0019, Stapi.3866s0002, Stapi.4382s0007
OG0001691	Caamp.0076s0011	Stapi.4517s0004, Stapi.1208s0013
OG0001691	Caamp.0076s0012	Stapi.4517s0003
OG0001692	Caamp.0076s0898	Stapi.1846s0002, Stapi.14940s0001, Stapi.0731s0002, Stapi.3154s0002, Stapi.0197s0014, Stapi.3123s0002
OG0001693	Caamp.0080s0042	Stapi.0273s0004, Stapi.4909s0003, Stapi.2197s0002, Stapi.10098s0002, Stapi.0806s0002, Stapi.0058s0006, Stapi.0093s0012, Stapi.10098s0003, Stapi.0487s0013, Stapi.1612s0002, Stapi.11158s0001
OG0001694	Caamp.0095s0057	Stapi.1290s0003
OG0001694	Caamp.0090s0011	Stapi.3458s0004
OG0001694	Caamp.0095s0058	Stapi.1290s0006
OG0001696	Caamp.0094s0280	Stapi.10387s0001
OG0001697	Caamp.0097s0186	Stapi.1640s0003
OG0001697	Caamp.0094s0139	Stapi.4316s0004
OG0001698	Caamp.0095s1281	Stapi.0591s0002, Stapi.1862s0003, Stapi.5873s0001, Stapi.2299s0008, Stapi.2714s0001, Stapi.2760s0003, Stapi.2299s0001, Stapi.13031s0001, Stapi.5873s0003, Stapi.2714s0002, Stapi.4742s0008
OG0001711	Caamp.0076s0817, Caamp.0001s0016	Stapi.3792s0003
OG0001711	Caamp.0003s0770	Stapi.6043s0003
OG0001712	Caamp.0076s0807, Caamp.0001s0027	Stapi.0290s0021
OG0001713	Caamp.0001s0034, Caamp.0001s0033, Caamp.0001s0037, Caamp.0001s0038, Caamp.0001s0036, Caamp.0001s0035, Caamp.0076s0803	Stapi.3301s0002
OG0001714	Caamp.0001s0070	Stapi.6288s0001
OG0001714	Caamp.0102s0570	Stapi.1616s0005
OG0001715	Caamp.0001s0129, Caamp.0076s0715	Stapi.1085s0010
OG0001717	Caamp.0001s0266	Stapi.0545s0002
OG0001717	Caamp.0061s0029	Stapi.0282s0011
OG0001719	Caamp.0001s0347	Stapi.0054s0030, Stapi.7158s0001, Stapi.7158s0002, Stapi.0971s0007, Stapi.3701s0007, Stapi.1811s0006, Stapi.0720s0003, Stapi.0385s0014, Stapi.0020s0036, Stapi.0619s0024
OG0001720	Caamp.0044s0298, Caamp.0097s0424, Caamp.0013s0087, Caamp.1033s0439, Caamp.0011s0157, Caamp.0012s0111, Caamp.0026s0168, Caamp.0102s0698, Caamp.0010s0050, Caamp.0013s0088	Stapi.13762s0001
OG0001721	Caamp.0097s0874, Caamp.0010s0067	Stapi.1266s0001
OG0001721	Caamp.0105s0878	Stapi.2795s0003
OG0001722	Caamp.1039s0435	Stapi.2774s0002
OG0001723	Caamp.0010s0119, Caamp.1039s0397	Stapi.1734s0001
OG0001724	Caamp.0010s0147	Stapi.1938s0003, Stapi.4410s0005
OG0001725	Caamp.1039s0322, Caamp.0010s0161	Stapi.5131s0004
OG0001726	Caamp.1041s0325	Stapi.12295s0002
OG0001727	Caamp.0094s0750	Stapi.8440s0001
OG0001728	Caamp.0010s0238, Caamp.1039s0240	Stapi.5449s0002, Stapi.5129s0002, Stapi.3406s0002
OG0001729	Caamp.1038s0828	Stapi.0173s0003
OG0001729	Caamp.0010s0251, Caamp.0057s0032	Stapi.7029s0002, Stapi.1582s0007
OG0001730	Caamp.0010s0286	Stapi.1328s0004
OG0001731	Caamp.0010s0312	Stapi.0023s0118
OG0001731	Caamp.0064s0439	Stapi.0098s0011, Stapi.13515s0003, Stapi.27168s0001, Stapi.0768s0004
OG0001731	Caamp.1033s1008, Caamp.0087s0009, Caamp.0014s0054	Stapi.2628s0001
OG0001732	Caamp.0097s0722	Stapi.0177s0010
OG0001732	Caamp.0101s0093, Caamp.0097s0720, Caamp.0101s0092	Stapi.0043s0013
OG0001733	Caamp.1039s1641, Caamp.0101s0122, Caamp.0101s0121	Stapi.0092s0007
OG0001733	Caamp.0011s0096	Stapi.0893s0002
OG0001734	Caamp.0097s0984	Stapi.0081s0014
OG0001734	Caamp.0129s0008	Stapi.0224s0004
OG0001735	Caamp.0101s0165	Stapi.1627s0005, Stapi.0210s0027, Stapi.15111s0001, Stapi.0480s0007
OG0001735	Caamp.0058s0302, Caamp.0004s0136, Caamp.0101s0195, Caamp.0011s0128	Stapi.7967s0003, Stapi.0381s0010
OG0001737	Caamp.0099s0057, Caamp.0095s0681	Stapi.13616s0002
OG0001738	Caamp.0102s0127	Stapi.4648s0002, Stapi.4648s0001, Stapi.1540s0001
OG0001738	Caamp.1031s0150	Stapi.4072s0005
OG0001739	Caamp.0078s0424	Stapi.4342s0003
OG0001739	Caamp.0095s0814	Stapi.2031s0007
OG0001740	Caamp.0078s0431, Caamp.0095s0822	Stapi.0831s0008
OG0001741	Caamp.0102s0226	Stapi.7041s0003
OG0001742	Caamp.0105s0721, Caamp.0102s0342	Stapi.0345s0017, Stapi.0210s0024, Stapi.0789s0019, Stapi.0420s0006, Stapi.1708s0005
OG0001743	Caamp.0105s0716, Caamp.0102s0347	Stapi.7970s0002
OG0001743	Caamp.0078s0502, Caamp.0095s0900	Stapi.3826s0005
OG0001744	Caamp.0105s0668	Stapi.1752s0007
OG0001744	Caamp.0102s0396	Stapi.1071s0016
OG0001745	Caamp.1033s0805	Stapi.8532s0001
OG0001745	Caamp.0102s0491	Stapi.1111s0009
OG0001746	Caamp.0095s0328, Caamp.0023s0346	Stapi.6317s0002
OG0001747	Caamp.0105s0505	Stapi.10332s0002
OG0001748	Caamp.0078s0590, Caamp.1033s0564	Stapi.3183s0005
OG0001749	Caamp.0102s0630, Caamp.0105s0430	Stapi.0515s0002
OG0001749	Caamp.0078s0613, Caamp.1033s0543	Stapi.16255s0001
OG0001750	Caamp.0102s0711	Stapi.2142s0002
OG0001750	Caamp.0028s0232	Stapi.0918s0004, Stapi.16209s0001
OG0001751	Caamp.0028s0177	Stapi.0496s0003
OG0001752	Caamp.0028s0163, Caamp.0102s0786	Stapi.1271s0007
OG0001753	Caamp.0102s0798	Stapi.0290s0010
OG0001753	Caamp.0003s0263, Caamp.0190s0648	Stapi.7716s0001
OG0001754	Caamp.0102s0806	Stapi.2683s0008
OG0001754	Caamp.1040s0308, Caamp.0015s0047, Caamp.0105s0167	Stapi.0043s0018
OG0001754	Caamp.0028s0152	Stapi.2960s0005
OG0001755	Caamp.0303s1132	Stapi.9757s0001
OG0001755	Caamp.0028s0149	Stapi.1963s0004
OG0001755	Caamp.0102s0811	Stapi.2683s0004
OG0001756	Caamp.0028s0141, Caamp.0102s0818	Stapi.0418s0006
OG0001756	Caamp.0028s0261	Stapi.3006s0006
OG0001757	Caamp.0007s0294	Stapi.0161s0034
OG0001757	Caamp.1033s0907	Stapi.1646s0007
OG0001758	Caamp.1036s0445	Stapi.1008s0003
OG0001759	Caamp.0032s0038	Stapi.0184s0018
OG0001759	Caamp.0102s0929	Stapi.9428s0002, Stapi.2845s0008, Stapi.2845s0004, Stapi.2845s0009, Stapi.0128s0018
OG0001760	Caamp.0028s0015, Caamp.0102s0982	Stapi.0909s0013
OG0001761	Caamp.0303s0117, Caamp.0102s0998	Stapi.3663s0003
OG0001761	Caamp.0214s0463	Stapi.6032s0001, Stapi.9741s0001, Stapi.2739s0005
OG0001762	Caamp.0102s1024	Stapi.0751s0007, Stapi.0488s0011
OG0001762	Caamp.0049s0019	Stapi.0184s0012
OG0001763	Caamp.0059s0085	Stapi.15412s0001
OG0001764	Caamp.0094s0040, Caamp.1027s0085	Stapi.7793s0001
OG0001766	Caamp.1039s0085	Stapi.23903s0001, Stapi.23044s0001
OG0001767	Caamp.0059s0010	Stapi.7188s0002
OG0001768	Caamp.1039s0119, Caamp.0059s0007	Stapi.3491s0001
OG0001770	Caamp.1031s0152	Stapi.1540s0003
OG0001770	Caamp.0078s0542	Stapi.9169s0001
OG0001771	Caamp.0095s0694, Caamp.0099s0043, Caamp.1031s0208	Stapi.3562s0001
OG0001772	Caamp.1031s0400	Stapi.2133s0006
OG0001773	Caamp.0095s0521	Stapi.3303s0003
OG0001775	Caamp.0095s0421	Stapi.10339s0001, Stapi.1150s0008
OG0001776	Caamp.0076s1407	Stapi.7905s0002, Stapi.4482s0002
OG0001777	Caamp.0023s0314, Caamp.0008s0023	Stapi.0741s0022
OG0001778	Caamp.0095s0346, Caamp.0023s0321	Stapi.4235s0004
OG0001779	Caamp.0023s0324	Stapi.16680s0001, Stapi.18278s0001
OG0001780	Caamp.0023s0336	Stapi.16501s0001
OG0001781	Caamp.0018s0149	Stapi.16565s0001, Stapi.31563s0001
OG0001783	Caamp.1031s0737, Caamp.0018s0156	Stapi.10070s0001
OG0001784	Caamp.0188s0586, Caamp.0188s0582	Stapi.0390s0002
OG0001785	Caamp.0065s0076, Caamp.0023s0461	Stapi.25009s0001
OG0001786	Caamp.1031s0776, Caamp.0018s0195	Stapi.30548s0001
OG0001787	Caamp.0028s0100	Stapi.0155s0043
OG0001788	Caamp.1031s0883, Caamp.0018s0311	Stapi.7469s0002
OG0001788	Caamp.0022s0184	Stapi.0986s0002
OG0001790	Caamp.0018s0330	Stapi.20555s0001
OG0001791	Caamp.0065s0182, Caamp.0023s0568	Stapi.26429s0001
OG0001792	Caamp.0006s0100	Stapi.10077s0001
OG0001792	Caamp.1033s0032	Stapi.10050s0002
OG0001793	Caamp.0064s0173, Caamp.0006s0060	Stapi.12207s0001
OG0001794	Caamp.1033s0065	Stapi.7111s0001
OG0001795	Caamp.1033s0101, Caamp.0037s0381	Stapi.6927s0001, Stapi.10984s0001, Stapi.0725s0016, Stapi.1292s0007, Stapi.25020s0001
OG0001796	Caamp.1036s0297	Stapi.0244s0017
OG0001796	Caamp.1033s0135	Stapi.3910s0009
OG0001797	Caamp.1033s0136, Caamp.0037s0411	Stapi.1057s0014
OG0001797	Caamp.0303s0809, Caamp.1036s0299	Stapi.0244s0014
OG0001799	Caamp.0303s0846, Caamp.0037s0435, Caamp.1033s0153	Stapi.3958s0003
OG0001800	Caamp.1036s0361	Stapi.1294s0010
OG0001801	Caamp.0064s0620	Stapi.3483s0005
OG0001801	Caamp.0097s0322	Stapi.0054s0018
OG0001802	Caamp.0037s0557, Caamp.1033s0269, Caamp.0105s1362	Stapi.2387s0003, Stapi.4074s0004
OG0001803	Caamp.0303s1026	Stapi.1103s0008, Stapi.2189s0002, Stapi.0020s0006
OG0001804	Caamp.0064s0517	Stapi.1502s0004, Stapi.5540s0002
OG0001805	Caamp.1033s0378	Stapi.7251s0002
OG0001805	Caamp.0013s0014	Stapi.7398s0001
OG0001806	Caamp.1038s0172, Caamp.1041s1259	Stapi.5261s0001
OG0001808	Caamp.0303s0666, Caamp.0002s0212	Stapi.0034s0042
OG0001809	Caamp.1033s0469	Stapi.1078s0020
OG0001809	Caamp.0070s0070	Stapi.1701s0012
OG0001810	Caamp.0070s0005	Stapi.3925s0003, Stapi.0874s0006
OG0001811	Caamp.1038s0465, Caamp.1041s0963	Stapi.4531s0007
OG0001812	Caamp.0007s0137, Caamp.1033s0742	Stapi.2170s0004, Stapi.2170s0005
OG0001813	Caamp.0015s0006	Stapi.0949s0001
OG0001813	Caamp.1033s0887	Stapi.2323s0003
OG0001813	Caamp.1033s0788	Stapi.1364s0007, Stapi.0045s0044
OG0001814	Caamp.1033s0794	Stapi.15087s0001
OG0001814	Caamp.1035s0232	Stapi.15087s0002
OG0001815	Caamp.0007s0360	Stapi.8402s0001
OG0001815	Caamp.1033s0972	Stapi.0317s0006
OG0001816	Caamp.0021s0001, Caamp.0008s0058	Stapi.13065s0001
OG0001817	Caamp.0078s0082	Stapi.0692s0001
OG0001819	Caamp.0026s0461	Stapi.1124s0007
OG0001819	Caamp.1035s0076, Caamp.0033s0317	Stapi.16152s0001, Stapi.16319s0001, Stapi.2745s0006
OG0001820	Caamp.1041s1036	Stapi.1079s0005, Stapi.3744s0005
OG0001821	Caamp.1041s1031	Stapi.4047s0002
OG0001822	Caamp.1035s0149, Caamp.0033s0251, Caamp.0064s0160	Stapi.10708s0004
OG0001823	Caamp.0033s0236, Caamp.1035s0171, Caamp.1041s1000, Caamp.1038s0429	Stapi.21903s0001
OG0001824	Caamp.1035s0224	Stapi.3718s0006, Stapi.16185s0001
OG0001824	Caamp.0033s0185	Stapi.2884s0009, Stapi.24328s0001, Stapi.2884s0010
OG0001825	Caamp.1038s0478	Stapi.9964s0003, Stapi.2915s0004
OG0001825	Caamp.0033s0171	Stapi.10820s0002
OG0001826	Caamp.0076s0067, Caamp.0303s0797	Stapi.0244s0028
OG0001826	Caamp.1035s0267	Stapi.4165s0005
OG0001827	Caamp.0005s0367, Caamp.0026s0377	Stapi.2151s0002
OG0001828	Caamp.0005s0301	Stapi.0512s0009
OG0001828	Caamp.0026s0312	Stapi.2641s0003
OG0001829	Caamp.0188s0748	Stapi.4476s0007
OG0001830	Caamp.0105s1388	Stapi.3009s0003
OG0001831	Caamp.0120s0957, Caamp.1035s0467	Stapi.1990s0010
OG0001831	Caamp.0105s1382	Stapi.6602s0001
OG0001832	Caamp.1035s0482	Stapi.1872s0002
OG0001832	Caamp.1041s0309, Caamp.1038s0586	Stapi.5283s0001
OG0001833	Caamp.1035s0575	Stapi.2058s0009
OG0001833	Caamp.0120s0864	Stapi.4610s0007
OG0001834	Caamp.0120s0895	Stapi.6835s0004
OG0001834	Caamp.1038s0546, Caamp.1041s0274, Caamp.1035s0608	Stapi.3046s0007
OG0001835	Caamp.0120s0741	Stapi.5391s0004
OG0001835	Caamp.1035s0667	Stapi.0931s0005
OG0001836	Caamp.1041s1112	Stapi.2931s0001
OG0001836	Caamp.0120s0723, Caamp.1035s0689	Stapi.3955s0004, Stapi.0579s0006
OG0001837	Caamp.1035s0736	Stapi.9648s0001, Stapi.1553s0006
OG0001838	Caamp.1035s0795, Caamp.0120s0613	Stapi.2123s0005
OG0001839	Caamp.1035s0843	Stapi.1647s0014
OG0001840	Caamp.0303s0028	Stapi.2426s0007
OG0001841	Caamp.1035s0984, Caamp.0120s0427	Stapi.1614s0006
OG0001841	Caamp.0095s0401, Caamp.0095s0414	Stapi.2984s0001, Stapi.12581s0001
OG0001843	Caamp.0120s0266	Stapi.1879s0004
OG0001843	Caamp.1035s1160	Stapi.1879s0003
OG0001844	Caamp.1035s1172, Caamp.0120s0251	Stapi.4956s0004
OG0001844	Caamp.0044s0183, Caamp.1041s0202	Stapi.7821s0001
OG0001845	Caamp.0055s0014, Caamp.0120s0241	Stapi.8018s0003, Stapi.2525s0004
OG0001846	Caamp.0120s0213	Stapi.2944s0004
OG0001846	Caamp.1035s1208	Stapi.2883s0007
OG0001847	Caamp.0120s0209, Caamp.1035s1213	Stapi.9463s0001
OG0001848	Caamp.1035s1254	Stapi.2434s0014
OG0001849	Caamp.0095s0208	Stapi.9652s0001
OG0001849	Caamp.0003s0783	Stapi.9923s0002
OG0001850	Caamp.1035s1342	Stapi.1870s0001, Stapi.1829s0005, Stapi.1406s0001, Stapi.10729s0002, Stapi.6567s0001, Stapi.0280s0017
OG0001851	Caamp.1035s1405, Caamp.0188s1079	Stapi.17638s0001, Stapi.0382s0012
OG0001852	Caamp.0188s1009, Caamp.1035s1454	Stapi.0989s0011
OG0001853	Caamp.1041s1631	Stapi.5512s0001
OG0001853	Caamp.0052s0542	Stapi.1163s0004
OG0001854	Caamp.1036s0013	Stapi.0679s0010
OG0001855	Caamp.1037s0236, Caamp.1036s0148	Stapi.5071s0002
OG0001856	Caamp.0214s0695	Stapi.0868s0009, Stapi.1544s0022, Stapi.8164s0001
OG0001857	Caamp.0214s0718, Caamp.0303s0392, Caamp.1036s0193	Stapi.31599s0002, Stapi.21284s0001
OG0001858	Caamp.1041s1574, Caamp.1036s0206	Stapi.6583s0001
OG0001859	Caamp.1036s0236, Caamp.1041s1542, Caamp.0214s0748, Caamp.0303s0424	Stapi.0702s0001
OG0001860	Caamp.1036s0262	Stapi.4236s0001, Stapi.3490s0001
OG0001861	Caamp.1036s0341	Stapi.1260s0014
OG0001861	Caamp.0303s0842	Stapi.1300s0004
OG0001862	Caamp.1036s0397	Stapi.2332s0005, Stapi.2217s0001
OG0001862	Caamp.0303s0893	Stapi.3424s0002
OG0001863	Caamp.0037s0604	Stapi.1042s0004
OG0001863	Caamp.1036s0545	Stapi.3020s0005
OG0001864	Caamp.1036s0589	Stapi.0143s0013
OG0001864	Caamp.0097s0837	Stapi.0929s0010
OG0001864	Caamp.0071s0248, Caamp.0188s0222	Stapi.1724s0008
OG0001865	Caamp.1040s0002, Caamp.1037s0002	Stapi.9530s0002
OG0001866	Caamp.0275s0019	Stapi.7680s0002
OG0001866	Caamp.1040s0011, Caamp.1040s0010, Caamp.1037s0005	Stapi.4500s0006
OG0001867	Caamp.1040s0092	Stapi.2378s0003
OG0001869	Caamp.0303s0397, Caamp.0214s0722	Stapi.10840s0001
OG0001869	Caamp.1037s0178	Stapi.3938s0002
OG0001870	Caamp.0105s0805, Caamp.1037s0391	Stapi.5757s0002
OG0001870	Caamp.1037s0390	Stapi.5757s0001
OG0001871	Caamp.1037s0431	Stapi.1004s0010
OG0001872	Caamp.1037s0440, Caamp.1041s1202, Caamp.1038s0221	Stapi.1004s0001
OG0001873	Caamp.1040s0246, Caamp.0005s0001, Caamp.0097s0056, Caamp.1037s0599	Stapi.3266s0006
OG0001874	Caamp.1037s0615, Caamp.1040s0263	Stapi.0103s0009, Stapi.0045s0026, Stapi.0023s0033, Stapi.0103s0010, Stapi.11043s0001, Stapi.8715s0001
OG0001875	Caamp.0005s0033	Stapi.3145s0002
OG0001875	Caamp.0097s0087	Stapi.5512s0004
OG0001876	Caamp.0097s0849	Stapi.0599s0010
OG0001877	Caamp.0005s0066, Caamp.0097s0120	Stapi.5352s0001
OG0001878	Caamp.0097s0128	Stapi.2499s0001
OG0001878	Caamp.1040s0322	Stapi.1951s0011, Stapi.5615s0003
OG0001879	Caamp.0094s0378	Stapi.2219s0008
OG0001880	Caamp.0097s0175, Caamp.0005s0109	Stapi.1707s0007
OG0001881	Caamp.1040s0389	Stapi.13734s0002, Stapi.4408s0003
OG0001882	Caamp.1040s0418	Stapi.2503s0007
OG0001882	Caamp.1037s0778	Stapi.5085s0001
OG0001883	Caamp.0097s0250	Stapi.1693s0006
OG0001883	Caamp.1040s0457, Caamp.1037s0818	Stapi.6631s0002
OG0001884	Caamp.1040s0488, Caamp.1037s0846	Stapi.1869s0007
OG0001884	Caamp.0005s0200, Caamp.0097s0269	Stapi.0480s0011
OG0001885	Caamp.1037s0896	Stapi.3549s0004
OG0001885	Caamp.1040s0531	Stapi.1364s0012
OG0001886	Caamp.1040s0589, Caamp.1037s0954	Stapi.1307s0017, Stapi.5927s0001, Stapi.2622s0002
OG0001887	Caamp.0190s0436	Stapi.1126s0002
OG0001887	Caamp.1037s1011, Caamp.1040s0643	Stapi.7090s0003
OG0001888	Caamp.0015s0024	Stapi.0145s0010, Stapi.4068s0001
OG0001889	Caamp.0094s1123, Caamp.1037s1187	Stapi.1443s0003
OG0001890	Caamp.0190s0318	Stapi.1443s0007
OG0001890	Caamp.1037s1191	Stapi.0790s0020
OG0001891	Caamp.1040s0829	Stapi.0924s0005
OG0001891	Caamp.1037s1247	Stapi.0444s0011
OG0001892	Caamp.0190s0303, Caamp.1037s1267, Caamp.1040s0931	Stapi.1098s0010
OG0001893	Caamp.1040s1101	Stapi.0265s0015
OG0001894	Caamp.1040s1142	Stapi.6989s0005
OG0001894	Caamp.1037s1476	Stapi.3179s0007
OG0001894	Caamp.1037s1475	Stapi.3179s0006
OG0001895	Caamp.0105s1089	Stapi.8100s0003
OG0001896	Caamp.1040s1276	Stapi.0810s0004
OG0001896	Caamp.1037s1611	Stapi.17401s0001, Stapi.0957s0003, Stapi.13708s0001
OG0001897	Caamp.1037s1616, Caamp.1037s1617	Stapi.0797s0002, Stapi.0033s0002, Stapi.0033s0003, Stapi.3469s0001, Stapi.1918s0010
OG0001898	Caamp.1038s0020, Caamp.1041s1416	Stapi.5774s0006
OG0001898	Caamp.0303s0518	Stapi.3650s0003
OG0001899	Caamp.1041s1284	Stapi.0776s0018, Stapi.5442s0002
OG0001899	Caamp.1038s0147	Stapi.3277s0002
OG0001899	Caamp.1041s1285	Stapi.0851s0001
OG0001900	Caamp.1038s0227	Stapi.0250s0025, Stapi.0250s0028
OG0001900	Caamp.1041s1196	Stapi.2446s0012
OG0001901	Caamp.1038s0229	Stapi.1312s0012
OG0001901	Caamp.1041s1195	Stapi.31458s0001, Stapi.11299s0003, Stapi.16066s0001, Stapi.0250s0027
OG0001902	Caamp.0120s0711	Stapi.0224s0017
OG0001902	Caamp.1038s0297	Stapi.1566s0001
OG0001903	Caamp.1038s0480	Stapi.2347s0003
OG0001904	Caamp.1041s0302, Caamp.1038s0574	Stapi.3957s0005
OG0001904	Caamp.0020s0036	Stapi.0355s0005
OG0001905	Caamp.0105s1400	Stapi.5678s0004
OG0001905	Caamp.1038s0615	Stapi.0132s0030
OG0001906	Caamp.0105s1470, Caamp.1038s0683	Stapi.3343s0007
OG0001907	Caamp.0078s0982, Caamp.0214s0006	Stapi.5259s0003
OG0001908	Caamp.0078s0965, Caamp.0214s0015	Stapi.9274s0003
OG0001909	Caamp.0105s1613	Stapi.12654s0001
OG0001909	Caamp.1038s0824	Stapi.0800s0013
OG0001909	Caamp.0078s0926	Stapi.1944s0010
OG0001910	Caamp.1038s0839, Caamp.0105s1626, Caamp.0188s1051	Stapi.11801s0001
OG0001912	Caamp.0078s0865	Stapi.8104s0003
OG0001913	Caamp.0105s1739	Stapi.20536s0001
OG0001913	Caamp.0105s1738	Stapi.15190s0001, Stapi.10830s0001
OG0001914	Caamp.0214s0147, Caamp.0214s0146, Caamp.1038s0992	Stapi.2816s0004
OG0001915	Caamp.0214s0223	Stapi.3857s0008
OG0001915	Caamp.0078s0749	Stapi.8661s0002
OG0001917	Caamp.0008s0159, Caamp.1039s0206, Caamp.1039s0207	Stapi.0543s0003
OG0001918	Caamp.1039s0316	Stapi.6720s0002
OG0001918	Caamp.0093s0077	Stapi.1792s0001, Stapi.4475s0002
OG0001918	Caamp.1039s0307	Stapi.0404s0009
OG0001918	Caamp.0007s0450	Stapi.7845s0001
OG0001919	Caamp.0026s0568	Stapi.3724s0001, Stapi.11537s0001, Stapi.9479s0001
OG0001919	Caamp.1039s0334	Stapi.2574s0003, Stapi.2574s0004, Stapi.2788s0004
OG0001920	Caamp.1039s0555	Stapi.6913s0003
OG0001920	Caamp.0078s1151, Caamp.0037s0055, Caamp.0046s0055	Stapi.4436s0001
OG0001921	Caamp.0037s0068, Caamp.0046s0068	Stapi.11227s0001
OG0001922	Caamp.0076s1363	Stapi.3156s0003
OG0001922	Caamp.1039s0711	Stapi.0157s0015
OG0001923	Caamp.0037s0203, Caamp.0040s0228	Stapi.0820s0008
OG0001924	Caamp.0040s0104, Caamp.0188s0641, Caamp.1039s0826	Stapi.1563s0017
OG0001925	Caamp.0051s0115	Stapi.0780s0030
OG0001925	Caamp.1039s0851	Stapi.0118s0001
OG0001925	Caamp.0006s0803	Stapi.1786s0007
OG0001926	Caamp.1039s0903	Stapi.4016s0004, Stapi.0022s0071
OG0001926	Caamp.0051s0169	Stapi.1279s0008
OG0001927	Caamp.0064s0661	Stapi.2872s0003
OG0001927	Caamp.0051s0234, Caamp.1039s0968	Stapi.7303s0001
OG0001928	Caamp.0051s0235, Caamp.1039s0969	Stapi.0572s0003
OG0001929	Caamp.0190s0188	Stapi.0579s0011
OG0001930	Caamp.1041s1897, Caamp.0190s0181	Stapi.1247s0013
OG0001931	Caamp.1039s1326	Stapi.2635s0009
OG0001931	Caamp.0097s0471	Stapi.0736s0010
OG0001931	Caamp.0022s0004	Stapi.2573s0010
OG0001932	Caamp.1039s1386	Stapi.14567s0002
OG0001933	Caamp.0097s0539	Stapi.1460s0002
OG0001933	Caamp.0076s1142	Stapi.0126s0042
OG0001933	Caamp.1039s1396	Stapi.3127s0003
OG0001934	Caamp.0097s0582	Stapi.0362s0013
OG0001934	Caamp.0076s1184	Stapi.0586s0020
OG0001935	Caamp.1040s0004	Stapi.1881s0016, Stapi.9530s0004
OG0001936	Caamp.0190s0538	Stapi.1395s0010, Stapi.2108s0005
OG0001937	Caamp.1040s1417	Stapi.0511s0005
OG0001937	Caamp.1040s1418	Stapi.1026s0005, Stapi.0225s0003, Stapi.3516s0005, Stapi.10090s0001
OG0001938	Caamp.1040s1493	Stapi.0575s0004, Stapi.5572s0002, Stapi.3648s0003, Stapi.27299s0001, Stapi.0523s0005, Stapi.26981s0001, Stapi.3752s0005, Stapi.3047s0010, Stapi.0389s0004, Stapi.1182s0003
OG0001939	Caamp.1040s1507, Caamp.0098s0016	Stapi.1960s0004, Stapi.0022s0041, Stapi.5914s0004, Stapi.1146s0002, Stapi.7157s0002, Stapi.2049s0006, Stapi.2336s0005, Stapi.0182s0009, Stapi.0064s0023
OG0001940	Caamp.0044s0022	Stapi.5405s0002, Stapi.18655s0001, Stapi.5250s0005
OG0001940	Caamp.1041s0040	Stapi.2460s0005, Stapi.0850s0010
OG0001941	Caamp.0015s0375, Caamp.0303s1124, Caamp.0044s0048, Caamp.1041s0063	Stapi.5023s0005
OG0001942	Caamp.0076s0036, Caamp.1041s1462	Stapi.1055s0002
OG0001943	Caamp.1041s0343	Stapi.3975s0001, Stapi.13903s0001, Stapi.2710s0013
OG0001944	Caamp.1041s0415, Caamp.1041s0530, Caamp.1041s0488, Caamp.1041s0484	Stapi.25723s0001, Stapi.4069s0003, Stapi.5094s0003, Stapi.5094s0004, Stapi.12174s0001, Stapi.1640s0002, Stapi.2444s0005
OG0001945	Caamp.0094s0847	Stapi.2667s0005
OG0001945	Caamp.1041s0436	Stapi.2651s0002
OG0001946	Caamp.0095s1301	Stapi.6535s0001
OG0001946	Caamp.1041s0498	Stapi.16035s0002
OG0001947	Caamp.0190s0206, Caamp.0064s0886	Stapi.3305s0005
OG0001948	Caamp.1041s0890	Stapi.1508s0015, Stapi.0724s0005
OG0001948	Caamp.0044s0282	Stapi.4597s0001
OG0001949	Caamp.1041s1452	Stapi.0819s0014
OG0001951	Caamp.1041s1485	Stapi.2045s0010, Stapi.1916s0006
OG0001951	Caamp.0303s0470, Caamp.0214s0787	Stapi.7235s0003
OG0001952	Caamp.0056s0004	Stapi.11911s0002
OG0001952	Caamp.1041s1696	Stapi.10169s0003
